date,time,open,high,low,close,volume,Accumulated sales volume,Accumulated number of contract
20230704,1530,6670,6670,6670,6670,7004,51836,17481
20230704,1520,6600,6600,6600,6600,36,51836,10477
20230704,1519,6600,6600,6600,6600,10,51800,10477
20230704,1518,6600,6610,6600,6610,22,51790,10477
20230704,1517,6600,6600,6600,6600,40,51780,10465
20230704,1516,6600,6600,6600,6600,188,51740,10465
20230704,1514,6600,6600,6600,6600,10,51552,10465
20230704,1513,6600,6600,6600,6600,10,51542,10465
20230704,1511,6610,6610,6610,6610,349,51532,10465
20230704,1510,6610,6610,6610,6610,58,51183,10465
20230704,1509,6620,6620,6620,6620,10,51125,10465
20230704,1505,6620,6620,6620,6620,16,51115,10465
20230704,1504,6630,6630,6610,6610,36,51099,10465
20230704,1503,6630,6630,6630,6630,23,51094,10434
20230704,1501,6620,6630,6620,6630,3,51094,10411
20230704,1458,6630,6630,6630,6630,5,51093,10409
20230704,1457,6630,6630,6630,6630,1,51093,10404
20230704,1456,6630,6640,6590,6640,42,51092,10404
20230704,1455,6630,6630,6630,6630,1,51056,10398
20230704,1453,6600,6600,6590,6590,312,51056,10397
20230704,1452,6640,6640,6640,6640,1,50744,10397
20230704,1451,6630,6630,6600,6600,108,50744,10396
20230704,1450,6630,6640,6630,6640,2,50736,10296
20230704,1449,6650,6650,6600,6600,1904,50735,10295
20230704,1448,6620,6620,6610,6620,52,48832,10294
20230704,1447,6630,6630,6630,6630,60,48798,10276
20230704,1446,6650,6650,6650,6650,5,48738,10276
20230704,1445,6650,6650,6650,6650,5,48738,10271
20230704,1443,6660,6660,6660,6660,5,48738,10266
20230704,1441,6650,6660,6650,6660,57,48738,10261
20230704,1440,6640,6660,6640,6660,163,48738,10204
20230704,1439,6620,6640,6620,6640,144,48738,10041
20230704,1438,6620,6620,6620,6620,605,48713,9922
20230704,1437,6620,6620,6620,6620,3,48713,9317
20230704,1433,6640,6640,6600,6600,51,48713,9314
20230704,1431,6600,6600,6600,6600,1240,48663,9313
20230704,1430,6610,6640,6600,6600,2943,47593,9143
20230704,1426,6640,6640,6610,6640,624,44651,9142
20230704,1425,6630,6630,6610,6610,522,44049,9120
20230704,1424,6650,6650,6650,6650,1,43554,9093
20230704,1422,6630,6630,6630,6630,50,43554,9092
20230704,1418,6660,6660,6660,6660,10,43504,9092
20230704,1416,6660,6660,6660,6660,12,43504,9082
20230704,1409,6660,6660,6660,6660,1,43504,9070
20230704,1408,6660,6660,6620,6620,2,43504,9069
20230704,1407,6640,6640,6640,6640,1,43503,9068
