date,title,link,content
2022-09-20 13:14:06,미군의 첨단 무기를 직접 볼 수 있는 '대한민국 방위산업전',https://n.news.naver.com/mnews/article/421/0006344357?sid=100,"[




(고양=뉴스1) 김진환 기자 = 20일 경기도 고양시 일산 킨텍스 야외 전시장에 대한민국 방위산업전 2022(Defense &amp; Security Expo Korea 2022)을 위한 미군의 전차와 장갑차 등 첨단 무기가 전시되어 있다. 올해 5회째를 맞이한 대한민국 방위산업전은 아시아 최고의 국방 및 방산 네트워킹 플랫폼이자 지상무기 전문 방위산업전시회로 오는 25일까지 열린다. 2022.9.20/뉴스1
		]"
2022-09-20 08:50:06,"LIG넥스원, 대한민국 방위산업전 참가…""미래·현대전 핵심 기술 소개""",https://n.news.naver.com/mnews/article/629/0000173387?sid=101,"[
오는 21일 고양시 킨텍스서 대한민국 방위산업전 개최



LIG넥스원이 대한민국 방위산업전 'DX-KOREA 2022'에 참가한다. 사진은 LIG넥스원 홍보전시관 조감도. /LIG넥스원 제공LIG넥스원은 오는 21일부터 고양시 킨텍스에서 열리는 '대한민국 방위산업전(Defence Expo Korea 2022)'에 참가해 미래 전장 환경에 특화된 통합 솔루션을 소개한다고 20일 밝혔다.LIG넥스원은 이번 전시회에서 우리 군이 중점적으로 추진하고 있는 '유무인 복합 분야'와 북한의 핵·미사일 위협에 대응하기 위한 '한국형 3축 체계' 관련 최적화된 핵심 기술을 공개한다.'드론 탑재 공대지 유도탄'은 정밀 유도 타격이 가능한 소형 공대지 유도 무기다. 소형 드론에 탑재해 공중 공격을 할 수 있으며, 드론·지상으로부터 레이저로 표적을 지정해 정밀 타격이 가능하다.이와 함께 LIG넥스원은 최근 전자전이 차지하는 비중과 중요성이 더욱 커지고 있는 상황을 고려, 'K-전자방패'인 함정용전자전장비를 전시한다.LIG넥스원은 국방과학연구소의 주도로 지난 40년간 함정용전자전장비 개발과 함께 전자전 체계에서 전자정보·통신정보 신호에 대한 탐지·재밍 장비의 개발, 양산, 전력화 등에 참여했다. 업계는 향후 '함정용전자전장비-II' 개발이 완료되면 군 전력의 첨단화·정예화는 물론 전자전 분야의 국방 R&amp;D 역량 발전에도 기여할 것으로 기대하고 있다.LIG넥스원은 수출을 비롯해 장사정포요격체계, 전자전, 무인화, 우주·3D프린팅, 레이저 등 6개 주제로 전시장을 구성한다. 현대와 미래 전장을 아우르는 다양한 첨단 제품군과 관련 기술을 홍보할 계획이다. 이와 함께 드론 탑재 공대지 유도탄, 40kg 수송드론, 장사정포요격체계, 함정용전자전체계 등을 소개한다.수출 전략 제품으로는 '천궁-II'를 비롯해 지난 7월 미국 해군이 주도하는 세계 최대 다국적 연합 해상 훈련인 '2022 환태평양훈련'에서 소개한 2.75인치 유도로켓 '비궁', 휴대용 지대공 유도무기 '신궁', 대전차 유도무기 '현궁' 등 유도무기와 대포병탐지레이다-II 등 감시 정찰 장비를 선보일 예정이다.김지찬 LIG넥스원 대표이사는 ""국내외 고객들에게 미래·현대전에 최적화된 LIG넥스원의 통합 솔루션과 기술 역량을 선보이고자 대한민국 방위산업전에 참여하게 됐다""며 ""이번 전시회를 통해 세계적 수준으로 발전한 LIG넥스원의 최첨단 무기체계와 기술력을 알릴 계획""이라고 말했다.발로 뛰는 더팩트는 24시간 여러분의 제보를 기다립니다.▶카카오톡: '더팩트제보' 검색▶이메일: jebo@tf.co.kr▶뉴스 홈페이지: http://talk.tf.co.kr/bbs/report/write
]"
2022-11-17 17:44:08,"에어버스 ""우주·방위사업에 한국 기업과 협력 늘리겠다""",https://n.news.naver.com/mnews/article/009/0005047033?sid=101,"[
쇨호른 에어버스DS 대표국방부·KAI와 사업 협의""한국 방산 경쟁력 인상적""



""한국의 항공·우주·방위산업 경쟁력은 세계적이다. 에어버스와 협력할 부분이 여전히 많이 남아 있는 만큼 적극적으로 공동 사업을 늘려가겠다.""프랑스, 독일, 스페인의 항공산업 기업이 모여 합작한 다국적 기업 에어버스는 민항기(여객기) 사업뿐 아니라 우주·방위산업까지 다룬다. 방위산업까지 아우르는 항공사로서는 세계 최대 규모다.이 중에서도 우주·방위산업만 전담하는 에어버스 DS(디펜스&amp;스페이스)의 미하엘 쇨호른 대표가 최근 한국을 찾았다. 최근 매일경제신문과 단독으로 한 인터뷰에서 그는 ""한국 방위산업업체(한화에어로스페이스)가 유럽(폴란드)에 5조원 규모 무기(다연장로켓)를 수출한 건 한국 방위산업 역량을 상징적으로 보여주는 사건""이라며 한국의 방위산업 경쟁력을 치켜세웠다.쇨호른 대표는 독일군 장교로 임관해 1994년까지 독일과 미국에서 헬리콥터 조종사로 복무했다. 이후 보쉬·BSH가전 부문 등에서 임원을 지냈다. 그간 한국에 10여 회 방문했지만 에어버스 DS 대표로서 찾은 건 이번이 처음이다.그는 이번 방한 때 국방부, 한국항공우주산업(KAI) 등과 만나 추가적인 사업 협의를 할 예정이다. 쇨호른 대표는 ""KAI와는 그동안 오랜 파트너십을 통해 사업을 같이해 왔다""며 ""정부(국방부)와 KAI 관계자들을 대면으로 직접 만나 추가 사업을 좀 더 긴밀하게 추진하고자 한다""고 말했다.에어버스 DS는 2005년 한국 최초의 다목적 정지궤도 위성을 설계·생산하기 위해 KAI와 협력을 시작했다. 이후 해양관측 위성을 만들었고 3대의 지구관측 위성도 공동 개발했다.쇨호른 대표는 ""최근 러시아·우크라이나 전쟁에서 보듯 드론을 비롯해 지구관측 위성이 매우 중요한 역할을 담당하고 있다""며 ""세계 지정학적 상황에 비춰볼 때 방위산업의 중요성은 더할 나위 없이 커지고 있고 이 분야에 강점을 지닌 한국과 에어버스가 힘을 합치면 더 많은 사업 기회를 창출해 낼 것""이라고 강조했다.최근 한국의 대유럽 무기 수출을 높이 평가한 쇨호른 대표는 ""다른 업체들은 한국 업체 경쟁력에 많이 긴장할 테지만 한국과 오랜 협력을 이어온 에어버스 입장에선 긍정적인 사례""라고 말했다. 에어버스는 민항기와 방위·우주산업을 통합한 체계로 사업을 영위 중이다. 다만 전체 매출에서 방위·우주산업 분야가 차지하는 비중은 20% 정도다.
]"
2022-09-17 09:01:01,"디투이노베이션 대한민국방위산업전 , 'DX Korea 2022' 참가",https://n.news.naver.com/mnews/article/009/0005018335?sid=101,"[
육군 LVC 기반 드론 시뮬레이터·D2Map™ Enterprise 등 다양한 솔루션 전시



디투이노베이션 대한민국방위산업전 , `DX Korea 2022` 참가국방 정보화 및 공간정보 솔루션 전문업체 (주)디투이노베이션(대표 안지환)은 오는 9월 21일부터 25일까지 일산 킨텍스에서 닷새간 열리는 '2022 대한민국방위산업전(DX Korea 2022)’에 피앤씨솔루션과 공동 참가하여 그동안 개발 및 전력화했던 각종 제품과 솔루션을 전시한다고 밝혔다.이번에 실시되는 대한민국방위산업전 DX Korea는 2014년에 시작한 아시아 최고의 국방 방산 · 네트워킹 플랫폼으로 국내외 최신 기술과 제품이 전시될 예정이다. 디투이노베이션은 SW 컴퓨팅산업원천사업 기반 SW 핵심기술로 개발하고 있는 육군 LVC(Live Virtual Constructive) 기반 드론 시뮬레이터와 대용량 공간정보에 대한 빠르고 안정적 서비스가 가능한 웹 GIS 솔루션인 D2Map™ Enterprise를 중심으로, 공동 개발에 참여했던 국가연구개발사업 XR 플래그십 프로젝트의 공군 통합 교육훈련 시스템과 합동 화력 시뮬레이터 등을 시연할 예정이다.전시 품목인 육군 LVC 기반 드론 시뮬레이터는 메타버스 환경에서 LVC와 LMS(Learning Management System) AI 및 기술을 접목하여 드론 훈련 여건을 조성함으로써 평시 임무수행 능력을 향상할 수 있는 교육훈련 체계다. 실 드론과 가상환경 드론의 접근 및 통제가 가능하며 실기동, 훈련과 가상 모의훈련의 통합훈련을 지원하여 실전적 드론 활용을 가능하게 개발된 전술 시뮬레이터이다.D2Map™ Enterprise는 NodeJS 기술을 적용한 embeded 웹 서버 서비스를 중심으로 대용량 공간정보에 대한 안정적 서비스가 가능한 웹 GIS 서버 솔루션인 D2MAP Server와 OpenLayers 기반의 2D 엔진, CesiumJS 기반의 3D엔진이 탑재된 D2MapEarth for Wep 및 C++ 기반의 타일맵 생성 관리를 지원하는 D2Map Tile Maker으로 구성되어 있는 통합 GIS 솔루션이다.그 외에도 피앤씨솔루션과 공동 개발하고 있는 XR 공군 통합교육 훈련 시스템은 공군 비행단 간 연동 훈련과 다수 인원의 협업 훈련을 가능한 XR·기반의 통합 교육 훈련 평가·플랫폼으로 업체는 공군의 특기 및 임무 분야별 교육훈련과 분야 간 통합훈련 시나리오 개발 및 콘텐츠를 구현하였으며 국방, GIS(지리정보시스템 전문 ) 솔루션을 이용하여 실제와 유사한 지형을 기반으로 주요 화기 폭격 장면을 입체적으로 묘사하여 화력 요청 및 관측 요원들의 탄 낙하지점 측정 능력 훈련을 지원하는 합동화력 시뮬레이터도 직접 시연해 볼 수 있다.디투이노베이션 관계자는 ""이번 대한민국방위산업대전을 통해서 메타버스 환경의 개발 성과를 선보일 좋은 기회""라며 ""9월 21일부터 25일까지 킨텍스 제2전시장 9홀 I-02 부스에서 많은 관람을 기대한다""라고 전했다.
]"
2023-06-11 09:00:00,"""나중에 얘기하자"" 지친 이재용 회장",https://n.news.naver.com/mnews/article/008/0004897651?sid=101,"[
[재계총총][편집자주] 한국 기업을 대표하는 재계 '총'수들의 한주의 현장 활동을 '총'정리하고, 그들의 행보('총총'걸음)에 담긴 의미를 해석해 한국 기업들이 나아갈 길을 점검하는 코너입니다.



[서울=뉴시스] 최진석 기자 = 이재용 삼성전자 회장이 26일 서울 서초구 서울중앙지법에서 열린 '삼성 부당합병 의혹' 관련 94회차 공판에 출석하고 있다. 2023.05.26.지난 금요일(9일) 서울 서초동 서울중앙지방법원 417호 대법정. 자본시장법과 금융투자업에 관한 법률 위반(부정거래·시세조종) 등의 혐의로 기소된 이재용 삼성전자 회장 등 전현직 삼성 임원에 대한 제96차 공판은 오전 10시에 시작해 저녁 7시 16분이 되서야 끝났다.서울중앙지법 형사합의25-2부 재판장인 박정제 부장판사가 오전 10시 공판 시작에 앞서 ""오후 7시 이전까지는 마칠 수 있도록 검찰 측과 변호인 측은 협조해달라""는 당부를 했지만 이는 지켜지지 않았다. 9시간 16분(점심 2시간 포함)의 장시간 공방은 삼성바이오에피스가 개발 중이었던 바이오시밀러의 성공가능성을 알게 된 시기와 이에 따른 콜옵션 행사 시기에 맞춰졌다. 재판은  이 회장이 직접 관여하지 않고 내용을 알지 못하는 실무진 간에 오간 이메일 등의 내용으로 대부분이 채워졌다. 성공 가능성을 근거로 죄의 여부를 가늠한다는 것은 쉽지 않은 일인데 양측은 이를 두고 치열한 공방을 벌였다.1년만에 만난 피고인석의 이재용 회장은 1년 전에 비해서 상당히 위축돼 보였다. 이 회장의 지인들도 비슷한 평가를 내렸다. 오랜 과정이 그를 그렇게 만든 듯했다. 점심 시간 짧은 악수와 오후 4시 잠시 휴정 때 다가 간 기자에게 법정 안이라는 점을 의식한 듯 '나중에 얘기하자'는 이 회장의 모습에서 지친 기색이 역력했다. 조금도 나아지지 않는 현실은 사람을 무기력하게 만든다. 3년에 걸쳐 진행된 96차례의 재판이 이 회장을 지치게 만든 듯 보였다. 또 앞으로 언제 끝날지 모를 남아있는 재판이 그를 무기력의 늪으로 빠트리지 않을까 우려하는 목소리들이 나온다.앞서 지난 7일은 삼성 2대 회장인 이건희 회장이 '마누라와 자식만 빼고 다 바꾸자'는 '신경영' 선언을 한 지 30주년이 되는 날이었다. 삼성은 이날 특별한 행사 없이 조용히 지냈다. 최근 삼성의 분위기를 보여주는 듯했다.━아킬레스건 다친 최태원 회장...열정의 아이콘이 되다━



(서울=뉴스1) = 9일 부산 시그니엘호텔에서 열린 ‘제12회 한일상공회의소회장단 회의’에서 최태원 대한상의 회장과 고바야시 켄 일본상의 회장이 행사장으로 입장하고 있다.   이날 최 회장은 아킬레스건 파열 부상으로 인해 다리에 깁스, 목발을 한 채로 참석했다. (대한상의 제공) 2023.6.9/뉴스1  Copyright (C) 뉴스1. All rights reserved. 무단 전재 및 재배포 금지.지난 주말 핫한 이슈를 몰고 온 최태원 대한상공회의소 회장(SK 회장)의 부상 투혼은 지난 주 상의업무 보고가 미뤄졌을 때 짐작이 가능한 일이었다.최 회장이 지지난주에 이어 지난주에도 '수요 업무보고'를 미뤘기 때문이다.  당시 대한상의 측은 다음날인 목요일 여수 신기업가정신협의회 행사 이동 중 보고를 받을 예정이라고만 했다.  최 회장은 8일과 9일 양일간 여수 대한상의 신기업가정신협의회 '다함께 나눔프로젝트' 행사와 부산에서 열리는 한일 상공회의소 회장단 회의에 참석키로 예정돼 있었다.  하지만 지난 6일 현충일에 테니스를 치다가 아킬레스건이 손상되는 부상을 입었다. 이로 인해 여수 행사는 불참하고, 한일상공회의소 회장단만 영접했다. 그는 왼발에 깁스로 돌돌 감고, 행사를 치르겠다며 보조 보행도구에 의지한 채  고바야시 켄 일본상의 회장 등 일본 측 관계자들을 맞이 했다. 이런 그의 모습을 보고 주로 스포츠 스타들에게만 붙던 '부상투혼'이라는 수식어가 붙여졌다. 한일상공회의소 회장단 회의에서 말보다는 몸으로 열정을 보여줬다는 평을 받고 있다. 목발을 짚고 나타난 최 회장은 그 어느 때보다 열정적으로 보였다. ━과거의 여정 속에 미래를 찾는 정의선 회장━



(서울=뉴스1) = 현대자동차는 현대모터스튜디오 서울에서 포니를 비롯해 현대차의 헤리티지를 다양한 시각에서 바라볼 수 있는 '포니의 시간' 전시를 개최한다고 8일 밝혔다.    '포니의 시간' 전시 오프닝 겸 '리트레이스 시리즈' 출간 기념회에서 정의선 현대차그룹 회장이 발표하고 있다. (현대자동차 제공) 2023.6.8/뉴스1  Copyright (C) 뉴스1. All rights reserved. 무단 전재 및 재배포 금지.대외활동 외에 본업에서의 활동이 가장 활발해 보인 총수는 정의선 현대자동차 그룹 회장이다.정 회장은 과거는 미래의 길잡이라는 인식 아래 역사를 들여다보고 나아갈 길을 찾는 활동에 적극 나서고 있다. 그 시발점이 한국 첫 양산형 국산차이자 브랜드 최초 독자 모델인 '포니'다.정 회장은 지난 7일 서울 강남구 '현대 모터스튜디오 서울'에서 포니의 역사와 실제 차량을 살펴볼 수 있는 '포니의 시간' 전시회 개막 행사에 참석했다.  정 회장은 현대차 주요 임원들과 함께 당시 포니 개발에 뛰어든 원로 개발자들을 만나 과거가 어느 시점에는 미래였듯 과거의 변화를 통해 미래를 개척해 나갈 것임을 다짐했다.인공지능과 로보틱스 기술의 시대를 맞아 정 회장은 ""존재의 이유와 어떤 지향점을 갖고 나가야 할 지에 대해 근원적 질문을 하게 됐다""며 ""현대차는 지난 몇 년 동안 과거의 여정을 살펴보고 무엇이 오늘의 현대차를 만들었는지를 돌아보고자 했다""고 말했다.정 회장은 ""앞으로도 선대 회장님의 인본주의 철학과 명예 회장님께서 강조하신 품질과 기본으로 바탕으로, 미래 모빌리티를 통해서 사람을 향한 진보가 지속될 수 있도록 최선을 다할 것""이라고 말했다.━부산세계박람회 유치 지원활동 나선 신동빈…김동관·정기선·조원태는━



[서울=뉴시스] 홍효식 기자 = 신동빈 롯데그룹 회장이 23일 서울 용산 대통령실 청사 앞 잔디마당에서 열린 2023 대한민국 중소기업인대회에서 참석자들과 대화하고 있다. 2023.05.23.신동빈 롯데 회장은 6~8일 일본 교토에서 열린 소비재 포럼(CGF) 글로벌 정상 회담(서밋)에 참석해 2030 부산세계박람회(부산엑스포) 유치 활동을 벌였다. 신 회장이 CGF 글로벌 서밋에서 부산엑스포 유치를 돕는 건 지난해에 이어 두 번째다.신 회장은 펩시코, 로레알, 베인앤드컴퍼니, 까르푸 등 다국적기업 최고경영자들과 만나는 롯데미팅룸에 '벨리곰과 함께하는 부산 엑스포 포토존'을 마련하고 부산엑스포 개최 지지를 요청했다. 8일 오후 열린 '롯데의 밤'(LOTTE Night)에서도 신 회장이 직접 24개 다국적 소비재기업 경영진과 만나 부산의 매력과 개최 역량을 알렸다.  CGF는 세계인의 더 나은 삶을 위한 논의와 지식공유 장을 마련한다는 취지로 1953년 설립된 세계 소비재 업계 협의체다. 김동관 한화그룹 부회장은 지난 7일 오후 부산 벡스코에서 개막한 '국제해양방위산업전(마덱스) 2023′의 한화오션(구 대우조선해양) 부스를 찾았다. 이날 마덱스는 한화오션 출범 이후 첫 공식 행사로 김 부회장이 깜짝 참석해 한화오션에 힘을 실어줬다. 앞서 김 부회장은 오전에는 거제사업장(옥포조선소)을 처음 방문해 신임 팀장들과 오찬을 함께 하는 등 임직원들을 격려했다.정기선 HD현대 사장은 지난 6일부터 오는 9일까지 노르웨이 오슬로에서 열리는 조선해양 박람회 '노르쉬핑(Nor-shipping) 2023'에 참석해 글로벌 선사들과 조선 산업의 탄소중립 방안을 논의했다. 노르시핑은 세계 3대 선박 박람회 중 하나로 정기선 HD현대 사장을 비롯해 가삼현 HD한국조선해양 부회장, 안광헌 HD한국조선해양 사장 등 최고경영진이 참석했다.조원태 한진그룹 회장은 지난 5일  국제항공운송협회(IATA)가 열리는 튀르키예 이스탄불에서 아시아나항공의 인수·합병에 대해 ""포기해야 할 것이 무엇이든 간에 반드시 해낼 것""이라고 말했다.
]"
2022-09-20 13:18:32,공식 개막 하루 앞둔 '대한민국 방위산업전 2022',https://n.news.naver.com/mnews/article/421/0006344369?sid=100,"[




(고양=뉴스1) 김진환 기자 = 20일 경기도 고양시 일산 킨텍스 야외 전시장에서 대한민국 방위산업전 2022(Defense &amp; Security Expo Korea 2022)을 위한 육군의 첨단 무기가 전시되어 있다. 올해 5회째를 맞이한 대한민국 방위산업전은 아시아 최고의 국방 및 방산 네트워킹 플랫폼이자 지상무기 전문 방위산업전시회로 오는 25일까지 열린다. 2022.9.20/뉴스1
		]"
2022-09-20 13:18:13,대한민국 방위산업전 2022 '최신 첨단 무기를 한 곳에서',https://n.news.naver.com/mnews/article/421/0006344362?sid=100,"[




(고양=뉴스1) 김진환 기자 = 20일 경기도 고양시 일산 킨텍스 야외 전시장에 대한민국 방위산업전 2022(Defense &amp; Security Expo Korea 2022)을 위한 미군의 M109A6 전차(팔라딘)이 전시되어 있다. 올해 5회째를 맞이한 대한민국 방위산업전은 아시아 최고의 국방 및 방산 네트워킹 플랫폼이자 지상무기 전문 방위산업전시회로 오는 25일까지 열린다. 2022.9.20/뉴스1
		]"
2022-09-20 13:18:33,대한민국 방위산업전 2022 '국군의 첨단 무기를 한 곳에서',https://n.news.naver.com/mnews/article/421/0006344370?sid=100,"[




(고양=뉴스1) 김진환 기자 = 20일 경기도 고양시 일산 킨텍스 야외 전시장에 대한민국 방위산업전 2022(Defense &amp; Security Expo Korea 2022)을 위한 육군의 첨단 무기가 전시되어 있다. 올해 5회째를 맞이한 대한민국 방위산업전은 아시아 최고의 국방 및 방산 네트워킹 플랫폼이자 지상무기 전문 방위산업전시회로 오는 25일까지 열린다. 2022.9.20/뉴스1
		]"
2022-09-20 13:18:35,대한민국 방위산업전 2022 '최신 첨단 무기를 한 곳에서',https://n.news.naver.com/mnews/article/421/0006344372?sid=100,"[




(고양=뉴스1) 김진환 기자 = 20일 경기도 고양시 일산 킨텍스 야외 전시장에 대한민국 방위산업전 2022(Defense &amp; Security Expo Korea 2022)을 위한 육군의 첨단 전차와 장갑차, 수리온 헬기가 전시되어 있다. 올해 5회째를 맞이한 대한민국 방위산업전은 아시아 최고의 국방 및 방산 네트워킹 플랫폼이자 지상무기 전문 방위산업전시회로 오는 25일까지 열린다. 2022.9.20/뉴스1
		]"
2023-06-12 14:30:00,[연합뉴스 이 시각 헤드라인] - 14:30,https://n.news.naver.com/mnews/article/001/0013996591?sid=004,"[
			■ 삼성전자 반도체공장 통째로 베껴 중국에 '복제공장' 세우려했다설계 도면을 빼내 삼성전자 반도체 공장을 통째로 복제한 반도체 공장을 중국에 설립하려 한 전 삼성전자 상무 A씨가 구속돼 재판에 넘겨졌다. 수원지검 방위사업·산업기술범죄수사부(박진성 부장검사)는 산업기술보호법 위반, 부정경쟁방지법 위반 등 혐의로 A(65) 씨를 구속 기소했다고 12일 밝혔다. 또 A씨가 대표로 있는 중국 반도체 제조 회사 직원 5명과 공장 설계 도면을 빼돌린 삼성전자 협력업체 직원 1명 등 6명을 부정경쟁방지법 위반 등 혐의로 불구속 기소했다.전문보기: https://www.yna.co.kr/view/AKR20230612058851061



중국 자본으로 삼성전자 반도체 공장 통째로 복제 건설 시도(수원=연합뉴스) 홍기원 기자 = 12일 오전 경기도 수원시 영통구 수원지방검찰청에서 박진성 방위사업·산업기술범죄수사부장이 반도체공장 설계자료 해외유출사건 중간 수사결과를 발표하고 있다. 2023.6.12 xanadu@yna.co.kr■ 후쿠시마 오염수 설비 시운전 시작…어민 반대에도 방류 초읽기일본 정부가 올여름 후쿠시마 제1원전의 오염수 해양 방류를 시작하기로 한 가운데 오염수 방류 설비 시운전이 12일 시작됐다. 후쿠시마 원전 운영사인 도쿄전력은 이날 오전 8시 40분 오염수를 원전 앞 바다에 방류하는 설비의 시운전을 시작했다고 지역 민영방송인 TV-U 후쿠시마가 보도했다. 도쿄전력은 약 2주간의 시운전 기간에 방사성 물질이 없는 물을 바닷물과 섞어 원전 앞 바다에 방류하면서 방류 시설의 작동에 문제가 없는지 점검한다.전문보기: https://www.yna.co.kr/view/AKR20230612067800073■ 尹 ""여성 대상 강력범죄 가해자 신상공개 확대 신속추진""윤석열 대통령은 12일 ""여성에 대한 강력범죄 가해자의 신상공개 확대 방안을 신속히 추진하라""고 말했다. 윤 대통령은 이날 오전 주재한 수석비서관 회의에서 법무부에 이같이 지시했다고 대통령실 김은혜 홍보수석이 서면 브리핑을 통해 전했다. 부산 중심가인 서면에서 귀가하던 20대 여성을 무차별 폭행해 의식을 잃게 한 이른바 '부산 돌려차기' 사건 등을 염두에 둔 지시로 보인다.전문보기: https://www.yna.co.kr/view/AKR20230612065300001■ 전현희 ""감사원 보고서는 허위공문서…유병호 총장 파면하라""전현희 국민권익위원장은 감사원이 지난 9일 공개한 권익위 감사보고서와 관련, 12일 ""명백한 허위공문서 작성""이라고 비판했다. 전 위원장은 이날 정부서울청사에서 진행한 기자간담회에서 이같이 밝히고 ""불법 사안에 대해 조만간 변호사와 법률검토를 해 고위공직자범죄수사처(공수처)에 고발 고소 조치할 것""이라고 덧붙였다. 전 위원장은 ""감사원 사무처의 헌법 질서 문란과 정치적 중립성 훼손, 관련 법령 위반 행위에 대한 국회의 국정조사나 청문회를 요청한다""고 밝혔다. 전문보기: https://www.yna.co.kr/view/AKR20230612071000001■ '한상혁 가처분' 주시하는 용산…'이동관 지명 시점'에 변수되나대통령실은 12일 오후 열리는 한상혁 전 방송통신위원장의 면직 처분 집행정지 신청 사건 첫 재판을 앞두고 승소를 자신하는 분위기다. 법원 판단까지는 수일이 소요될 것으로 전망되는 만큼 당분간 재판 결과에 촉각을 곤두세운 채 후속 대응을 준비할 것으로 보인다. 대통령실 핵심 관계자는 이날 연합뉴스와 통화에서 ""가처분 소송 특성상 이번 주 안에 결론이 나올 것으로 예상한다""며 ""신청 기각을 기대한다""고 밝혔다.전문보기: https://www.yna.co.kr/view/AKR20230612051700001■ 교사 악플 논란에…교원평가 특수기호 사용한 금칙어도 거른다학생이 교사에게 익명으로 성희롱 문구를 작성해 논란을 빚은 교원능력개발평가(교원평가)와 관련해 교육부가 부적절한 용어 필터링을 강화하는 등 기능 개선에 나섰다. 교원단체는 교사에 대한 '합법적 악플'을 허용해준다며 교원평가 폐지를 주장했으나 교육부는 여론 등을 고려할 때 교원평가를 존치해야 한다며 대신 내년에 전면 개선 방안을 내놓는다는 방침이다. 교육부는 2023년 교원능력개발평가를 9∼11월 시행하기로 하고 구체적인 시행방안을 각 교육청에 안내했다고 12일 밝혔다.전문보기: https://www.yna.co.kr/view/AKR20230612069300530■ 고용보험 가입자 증가폭 반등…청년은 9개월째 감소지난달 고용보험 가입자 증가폭이 반등한 것으로 나타났다. 12일 고용노동부가 발표한 노동시장 동향에 따르면 지난달 말 기준 고용보험 상시 가입자는 1천515만2천명으로 작년 동기 대비 36만6천명(2.5%) 증가했다. 가입자 증가폭은 3월 37만1천명에서 4월 35만7천명으로 감소했다가 다시 커졌다.전문보기: https://www.yna.co.kr/view/AKR20230612046800530■ 경찰, 건설노조 간부 14일까지 출석 불응시 체포키로민주노총 산하 건설노조의 지난달 도심 불법집회 혐의를 수사하는 경찰이 장옥기 건설노조 위원장 등 건설노조 간부 2명이 경찰 소환에 계속 불응하면 체포하겠다고 12일 밝혔다. 경찰청 국가수사본부(국수본) 관계자는 이날 간담회에서 ""건설노조 간부들에게 14일까지 출석하라고 4차 출석 요구를 했다""면서 ""지속해서 불응하면 체포영장 집행도 적극 고려하겠다""고 말했다. 앞서 경찰은 출석 기한이 14일까지인 4차 출석 요구서를 8일 장 위원장과 실장급 간부에게 발송했다.전문보기: https://www.yna.co.kr/view/AKR20230612074300004■ '집단탈주' 벌인 외국인들, 모두 강제출국 될 듯광주 광산경찰서 월곡지구대에서 집단탈주 사건을 벌인 외국인 피의자들의 신병이 출입국 당국으로 넘어간다. 12일 광주 광산경찰서에 따르면 도박·도주 등 혐의로 검거됐거나 자수한 베트남 국적 외국인들은 경찰 조사가 끝나면 광주출입국외국인사무소에 인계된다. 경찰은 유사 사건 처리 기록 등을 검토해 구속영장을 신청할 사안에는 해당하지 않는다고 판단했다.전문보기: https://www.yna.co.kr/view/AKR20230612048700054■ 일본, 北 위성 발사 예고기간 지났지만 ""발사 강행 가능성 있어""일본 정부는 12일 북한이 군사정찰위성을 발사하겠다는 예고기간이 11일 0시로 끝났지만 2차 발사를 강행할 가능성이 있다고 밝혔다. 일본 정부 대변인인 마쓰노 히로카즈 관방장관은 이날 기자회견에서 ""북한이 가급적 빠른 기간 내에 제2차 발사를 단행하겠다고 표명한 점 등을 고려하면 계속 북한이 탄도미사일 기술을 사용한 발사를 강행할 가능성이 있다""고 말했다. 마쓰노 장관은 ""이런 발사는 위성 발사를 목적으로 하더라도 북한의 탄도미사일 기술을 사용한 어떠한 발사도 금지하는 관련 유엔 안전보장이사회 결의를 위반하는 것""이라며 ""구체적인 발사 시기를 포함해 향후 구체적인 정보와 내용에 대해서는 사항의 성질상 답변을 삼가겠다""고 말했다.전문보기: https://www.yna.co.kr/view/AKR20230612077100073
]"
