date,title,link,content
2023-05-02 05:43:01,"日방위성 ""중국함정 6척, 동중국해서 동해로 진입""",https://n.news.naver.com/mnews/article/422/0000596591?sid=104,"[
			중국 해군함정 6척이 지난 4월 29일부터 30일까지 동중국해에서 대한해협을 지나 동해로 진입했다고 일본 방위성이 밝혔습니다.교도통신은 일본 통합막료감부가 지난 4월 29일 오전 8시쯤 나가사키현 서부 고토 열도 남서쪽 180km 지점에서 중국 함정 1척을 확인했다고 보도했습니다.이어 지난 4월 30일 0시쯤 미사일 구축함과 프리깃함 등 중국 함정 5척이 고토 열도 서쪽 130㎞ 지점을 항해했다고 설명했습니다.통합막료감부는 중국 함정들이 모두 동북쪽 동해를 향했고, 자위대 함정과 초계기가 경계와 정보 수집 활동을 했다고 전했습니다.김장현 기자 (jhkim22@yna.co.kr)#중국함정 #동해 #일본_방위성연합뉴스TV 기사문의 및 제보 : 카톡/라인 jebo23
]"
2023-05-02 10:59:44,"바이든, 필리핀에 ""남중국해 등 방위 약속 철통처럼 지킬 것""",https://n.news.naver.com/mnews/article/003/0011835191?sid=104,"[
기사내용 요약中, 남중국해 위협 고조 속 이뤄진 회담바이든 ""필리핀軍 현대화 계속 지원할 것""



[워싱턴=AP/뉴시스] 조 바이든 미국 대통령이 1일(현지시간) 워싱턴 백악관 집무실에서 페르니난드 마르코스 주니어 필리핀 대통령과 회담하고 있다. 2023.05.02.[서울=뉴시스]조성하 기자 = 중국이 필리핀 앞바다인 남중국해에서 군사적 긴장감을 고조하는 가운데 미국과 필리핀의 안보 동맹이 급속도로 강화되고 있다.1일(현지시간) 미국 CNN에 따르면 조 바이든 대통령은 이날 페르니난드 마르코스 주니어 필리핀 대통령을 백악관에 초청해 ""남중국해를 포함한 필리핀 방어에 대한 공약을 철통처럼 지킬 것""이라고 강조하며 기존 입장을 재확인했다.그러면서 바이든 대통령은 마르코스 대통령에게 ""우리는 필리핀 군대의 현대화 목표를 계속 지원할 것""이라고 말했다. 이에 마르코스 대통령은 바이든에 ""양국이 동맹과 파트너십을 강화할 방법을 찾아야 한다""고 화답하며 ""아시아에서 지속되는 긴장이 세계에서 가장 복잡한 지정학적 상황을 만들고 있다""고 우려를 보냈다. 앞서 미국은 필리핀과 1951년 상호방위조약을 체결, 양국 중 한쪽이 제3국의 공격을 받으면 상대방이 도움을 줄 것을 규정하며 동맹을 맺었다. 두 정상은 공동성명에서 상호방위조약을 언급하며 ""필리핀에 대한 미국의 철통 같은 동맹 공약을 재확인했다""고 전했다. 이어 ""남중국해에서 항행과 비행의 자유에 대한 확고한 약속을 확인한다""며 ""대만 해협에서 평화와 안정을 유지하는 것은 국제 안보와 번영의 필수 요소""라고 강조했다. 미국의 이러한 행보는 미국이 동맹국들에 대한 약속을 지키고 있다는 점을 중국에게 보여주려는 의미였다고 CNN은 해석했다. 필리핀은 2016년 로드리고 두테르테 대통령 취임 이후 친중 행보를 보여왔으나 지난해 6월 마크로스 주니어 대통령으로 정권 교체 후 다시 강력한 대미 관계을 재수립하며 친미 노선을 복원하고 있다.  미국과 필리핀은 지난주 역대 최대 규모로 실시된 '발리카탄' 연례 합동 훈련을 마쳤다. 앞서 미국이 대만 인근과 분쟁의 남중국해에서 중국의 점증하는 공세를 저지하고자 하는 가운데 올 초 필리핀은 미군에 자국 내 4개 기지를 추가로 설치하도록 허용했다.마르코스 대통령의 미국 공식 방문은 이번이 처음이다．
]"
2023-04-17 10:45:59,"생산성본부-방산학회, 방위산업 최고위과정 7기 모집",https://n.news.naver.com/mnews/article/008/0004875790?sid=101,"[




KPC 한국생산성본부(이하 KPC)는 '제7기 방위산업 최고위과정' 교육생을 모집한다고 17일 밝혔다.모집기간은 다음달 4일까지다. 교육은 다음달 16일에 시작해 10월 24일까지 6개월 동안 매주 화요일에 KPC 서울 본사에서 진행된다.교육 과정은 '세계시장을 향한 K방산과 한국 방위산업의 역사, 방위산업의미래 전략' 등을 주제로 한다. 주요 강연진은 채우석 한국방위산업학회 회장과 한기호 국회 국방위원회 위원장, 신현우 한화에어로스페이스 사장, 정영록 서울대학교 국제대학원 교수 등이다.KPC와 한국방위산업학회가 2017년부터 운영하는 교육과정으로 방위산업의 선진화와 전문성 향상을 위해 마련됐다. 주요 교육대상은 방위산업 관련 기업 CEO(최고경영자와) 임원, 공공기관과 단체 기관장·임원 등 전문가들이다. 신청은 전화와 이메일 문의을 통해 가능하다. KPC는 산업계의 생산성 향상을 효율적이고 체계적으로 추진하기 위해 설립된 비영리 특수법인이다.
]"
2023-06-21 20:20:03,베트남 언론 인터뷰한 尹 “한-베트남 인적교류에 제 부친 기여”,https://n.news.naver.com/mnews/article/009/0005147530?sid=100,"[
부친 윤기중 연세대 명예교수베트남과 학술교류에 큰 기여“베트남과 안보협력 강화할것방위산업 협력 확대도 희망”



 프랑스·베트남을 방문하는 윤석열 대통령과 김건희 여사가 19일 성남 서울공항에서 출국하며 공군 1호기에 올라 손을 들어 인사하고 있다. 연합뉴스윤석열 대통령이 베트남 국영통신사 VNA와의 서면 인터뷰에서 부친 윤기중 연세대 명예교수와 베트남의 인연을 강조하며 친밀감을 드러냈다. 윤 대통령은 베트남과 안보협력을 강화하면서, 최근 한국이 정부와 민간 양 분야에서 모두 신경쓰고 있는 방위산업 관련 협력도 확대하길 희망한다는 뜻도 내비쳤다.21일 공개된 인터뷰에서 윤 대통령은 양국간 인적교류 강화 방안에 대한 질문에 대해 “양국 간 인적교류는 제 부친께서도 기여하신 분야이기도 해서 개인적으로 이번 베트남 국빈방문에 대한 감회가 새롭다”고 밝혔다. 그러면서 부친인 윤 교수가 한국과 베트남과의 수교 직후인 1993년 하노이 국립경제대학교와 호치민 경제대학교 출신 유학생들을 자신이 재직하던 연세대학교 국제대학원에 입학시켜 베트남과의 학술교류에 기여하고자 했다는 점을 밝혔다.그러면서 윤 대통령은 “양국 간 인적교류가 더욱 활발해질 수 있도록 정부 차원에서 제도적으로 뒷받침해 나갈 것”이며 “저의 이번 베트남 방문 시에도 양국 국민들이 편리하게 상대국을 왕래하고 안전하고 행복한 삶을 영위할 수 있도록 하기 위해 베트남의 최고 지도자분들과 머리를 맞댈 것”이라고 밝혔다.특히 윤 대통령이 관심을 가져온 미래세대 간 교류 강화를 위해 베트남 청년세대가 베트남에서는 물론, 한국에서도 한국어 등 관련 교육을 받을 수 있도록 지원을 확대하겠다는 뜻도 내비쳤다.윤 대통령은 양국 관계를 작년 ‘포괄적 전략 동반자 관계’로 격상했음을 강조하면서 “인도-태평양 지역 내에서 규칙 기반 질서가 확고히 뿌리 내릴 수 있도록 베트남과 안보 협력을 강화해 나가고자 한다”고 말했다. 이어 “한국은 베트남의 해양 안보에서 계속 협력해 나갈 것”이라면서 “아울러 세계시장에서 검증된 한국의 우수한 기술력을 바탕으로 방산 분야에서의 협력도 한층 더 확대해 나가길 희망한다”고도 덧붙였다.안보협력과 방산 분야 협력 확대는 물론, 핵심광물 공급망, 에너지, 디지털 전환, 스마트 시티, 기후변화 대응 등을 한국 정부가 베트남과의 미래 협력에 있어 중점을 두고 있는 분야로 꼽은 윤 대통령은 협력의 범위가 그간 제조업에 국한됐다고 말하며 “금융‧유통‧IT‧문화콘텐츠 등 서비스 분야로 고도화하고, 협력의 방식도 서로의 강점을 활용한 수평적 분업 관계로 나아가야 한다”고 제안하기도 했다.이번에 윤 대통령은 베트남 국빈방문에서 ‘한-베 과학기술연구원(VKIST)’ 소속 연구원들과의 만남도 예고했는데, 윤 대통령은 대표적인 협력 관련 질문에 VKIST에 대한 지속적 지원을 꼽았다. 윤 대통령은 “한국 정부의 단일 무상원조 사업으로는 역대 최대 규모였던 ‘한-베 과학기술연구원(VKIST)‘이 베트남 과학기술 발전의 산실로 자리 잡을 수 있도록 계속 지원할 것”이라면서 “특히 이번 저의 국빈방문을 계기로 베트남의 과학기술 연구 역량 강화를 돕기 위한 새로운 무상원조사업도 발표할 것”이라고 밝혔다.
]"
2023-05-01 21:04:26,"일본 방위성 “중국 함정 6척, 동중국해서 동해로 진입”",https://n.news.naver.com/mnews/article/056/0011476378?sid=104,"[




일본 방위성은 지난달 29일부터 30일까지 중국 해군 함정 6척이 동중국해에서 대한해협을 지나 동해로 진입했다고 오늘(1일) 발표했습니다. 교도통신에 따르면 한국 합동참모본부에 해당하는 통합막료감부는 지난달 29일 오전 8시쯤 나가사키현 서부 고토 열도 남서쪽 180㎞ 지점에서 중국 함정 1척을 확인했습니다.  이어 지난달 30일 0시께 미사일 구축함과 프리깃함 등 중국 함정 5척이 고토 열도 서쪽 130㎞ 지점을 항해한 사실을 파악했습니다. 통합막료감부는 중국 함정들이 모두 동북쪽 동해를 향해 항행했다고 설명했습니다. 이어 자위대 함정과 초계기 등을 활용해 경계와 정보 수집 활동을 진행했다고 전했습니다.[사진 출처 : 연합뉴스 / 일본 방위성 통합막료감부 제공]
]"
2023-06-22 10:15:08,"진실화해위 ""보안사 고문으로 허위자백…간첩조작 재심 필요""",https://n.news.naver.com/mnews/article/421/0006881365?sid=102,"[
3.15의거 당시 희생자 및 시위 가담자 추가 확인도한국전쟁 전후 적대세력·군경에 희생된 사건도 진실규명



김광동 진실·화해를위한과거사정리위원회 위원장 ⓒ News1 안은나 기자(서울=뉴스1) 조현기 기자 = 2기 진실화해를위한과거사정리위원회가 1974년 보안사에서 불법구금과 고문 등으로 인한 간첩조작 사건이 일어났다며 진실규명 결정을 내리고 국가에 재심을 권고했다.진화위는 지난 21일 '제57차 위원회'에서 이같이 결정했다고 22일 밝혔다.진화위에 따르면 보안사는 1974년 10월 한국기계공업 주식회사(방위산업체) 직원 고(故) 박모씨를 불법구금한 상태에서 폭행해 북한 공작원에 포섭돼 지령을 수행했다는 허위자백을 받아낸 것으로 드러났다.이 사관과 관련해 박 씨와 공동피고인 A씨와 B씨는 2017년 12월과 2018년 12월 재심을 청구해 무죄를 선고받았다. 진화위는 ""수사·재판 과정에서 공권력에 의해 자행된 중대한 인권침해를 확인했다""면서 피해자 유족에 사과하고 재심 등 법적 구제 조치가 필요하다고 국가에 권고했다.또 진화위는 3.15의거 당시 고(故) 김모씨를 비롯한 15명이 공권력에 의해 사망과 상해, 구금 등 인권침해를 당한 것을 추가 확인했다. 이 사건에 대해 유족 사과 등 명예 회복 조치가 필요하다고 국가에 권고했다. 3.15의거 당시 창신고등학교 학생 7명이 대규모 시위에 참여했다는 것도 함께 밝혀냈다. 3.15의거는 1960년 이승만 정권의 부정선거와 권위주의적 통치에 반발해 일어난 민주화운동이다.이 밖에도 진화위는 한국전쟁 당시 전남 진도에서 지역주민 16명, 충남 금산 지역에서 지역주민 5명이 적대세력의 의해 희생됐다는 사실도 밝혔다.한국전쟁 당시인 1950년 8월 경남 양산에서 주민 19명이 국민보도연맹원 및 요시찰인이라는 이유 등으로 예비검속돼 군경에 의해 희생된 사건에 대해서도 진실을 규명했다. 한국전쟁 전후 시기인 1949년 1월부터 1950년 9월까지 경북 안동·영양에서 군경에 의해 18명의 희생된 사건에 대해서도 진실을 확인했다.
		]"
2023-05-01 12:03:15,"""제2의 한미상호방위조약""‥""외교 실패""",https://n.news.naver.com/mnews/article/214/0001269896?sid=100,"[














[정오뉴스]◀ 앵커 ▶이번 한미 정상회담에 대해 국민의힘은 워싱턴선언이 제2의 한미상호방호조약이라며, 윤 대통령이 양국 관계 새 이정표를 마련하는 최대 성과를 거뒀다고 호평했습니다. 반면 민주당은 안보도 불안, 경제도 거덜난 최악의 정상회담이라며 비판을 이어갔습니다.이혜리 기자입니다.◀ 리포트 ▶윤석열 대통령의 5박 7일간의 국빈 방미 성과에 대해, 국민의힘은 워싱턴 선언이 한미상호방위조약을 핵을 포함해 업그레이드한 제2의 한미상호방위조약이라며 대북 확장억제력을 대폭 강화했다고 평가했습니다. [김기현 /국민의힘 대표]""북핵 위협에 대한 대응, 자유민주주의 가치동맹, 경제산업 협력확대 등 양국 관계의 새로운 이정표를 수립하는 계기를 마련하는 최대의 성과를 거두었습니다.""더불어민주당에 대해선 윤 대통령 방미에 대해 폄하와 비난 일색이었다고 비판했습니다.[윤재옥 /국민의힘 원내대표]""합리적인 비판은 수용하겠지만 성 학대라든지 사기극이라든지 하는 등등의 비난은 정도를 넘어도 한참 넘은 막말입니다.""민주당은 오늘도 방미 성과를 두고 공세를 이어갔습니다. 국회 외교통일위원회 야당 간사인 이재정 의원은 ""미국은 자국의 이익을 위한 양보나 진지한 고민이 없었고, 우리는 그걸 얻어내지 못한 외교 실패""라고 혹평했습니다. [이재정 /더불어민주당 의원(MBC 라디오 김종배의 시선집중)]""어느 쪽도 비둘기든 매든 어느 쪽도 만족시키지 못한 성과다라고 하는데요. 그렇게 자랑하고 국민께 공유하고 싶은 게 많으시다면 외통위를 열었으면 좋겠어요.""박용진 의원은 북중러 동맹이 강화되는 역효과가 초래돼 안보의 불안이 있고, 반도체 산업 육성 등에 대해선 한마디도 못한 최악의 정상회담이라고 비판했습니다.또 ""사실상 핵공유"" 발언으로 논란이 된 김태효 국가안보실 1차장의 인사조치도 필요하다고 주장했습니다. [박용진 /더불어민주당 의원 (SBS 라디오 '김태현의 정치쇼')]""북핵 대응 성과를 부풀리려다가 대한민국을 핵 공유 호소인으로 전락시키는 망신 사건까지 있었던 거 아니에요. 김태효 안보실장은 빨리 정리해야 돼요.""유승민 전 국민의힘 의원도 KBS 라디오 '최경영의 최강시사'에 출연해 ""독자 핵 개발할 길을 완전히 우리 스스로 안 가는 것처럼 약속을 하고 와버린 것""이라며 ""화려했지만, 속 빈 강정""이라고 비판했습니다. MBC뉴스 이혜리입니다.MBC 뉴스는 24시간 여러분의 제보를 기다립니다. ▷ 전화 02-784-4000▷ 이메일 mbcjebo@mbc.co.kr▷ 카카오톡 @mbc제보
]"
2023-05-01 11:10:51,"이종섭 국방장관 ""워싱턴 선언, 제2한미상호방위조약""",https://n.news.naver.com/mnews/article/003/0011833473?sid=100,"[
기사내용 요약""한미 함께하는 확장억제 기반 마련…핵전력 상시 배치 효과도""



[서울=뉴시스] 이영환 기자 = 이종섭 국방부 장관이 26일 오후 서울 여의도 국회에서 열린 인구위기특별위원회 전체회의에서 발언을 하고 있다. 2023.04.26. 20hwan@newsis.com[서울=뉴시스] 김지은 기자 = 이종섭 국방부 장관은 확장억제 강화를 골자로 한 한미 '워싱턴 선언'에 대해 ""제2의 한미상호방위조약으로 불러도 될 정도로 의미가 크다""고 평가했다.이종섭 국방부 장관은 1일 매일경제신문 기고문에서 ""'워싱턴 선언'은 한미정상 차원에서 북한의 핵·미사일 위협에 대응하기 위해 미국의 핵우산을 포함한 '확장억제'를 집중적으로 다룬 최초의 선언문""이라고 밝혔다.그러면서 이번 선언은 ""'한미가 함께 하는 확장억제 기반 마련'과 '핵을 포함한 상호방위 개념으로의 업그레이드', 그리고 '핵전력의 상시배치 효과'라는 세 가지의 큰 의미가 있다""고 강조했다.이 장관은 ""이번 선언의 핵심은 한미가 '핵협의그룹(NCG)'을 새로이 설립함으로써 한미가 함께 하는 확장억제 체계의 기반을 마련한 것으로 이는 핵무기를 포함한 모든 군사력을 활용하여 정보 공유, 협의, 기획과 실행 등 확장억제 전반에 있어 한국과 함께 한다는 약속""이라며 ""미국이 일방적으로 제공하는 확장억제가 아니라 한미가 함께하는 확장억제 체계로의 진화를 의미한다""고 설명했다.미국 전략핵잠수함(SSBN)의 한반도 기항에 대해선 ""핵전력이 상시 배치되는 수준의 효과를 더욱 높이는 조치""라고 강조했다.일각에서 제기되는 미국 전술핵 재배치나 자체 핵무장과 관련해선 ""국제정치와 경제적 파장, 군사적 실효성을 고려해 볼 때 현시점에서 국익에 가장 부합하는 방안은 확장억제 실행력을 높이고, 3축 체계를 강화하는 것""이라고 언급했다.이 장관은 ""이번 방문은 '워싱턴 선언'이 단순히 선언적인 합의가 아니라, 핵무기를 포함한 모든 군사적 능력을 활용한 미국의 확장억제 공약이 실제로 이행될 것이라는 강력한 의지를 보여주는 것""이라며 ""우리 대통령이 미국의 능력과 태세를 전쟁 지휘 현장에서 직접 확인했다는 데에도 큰 의미가 있다""고 덧붙였다.
]"
2023-05-01 14:04:05,"""제2의 한미상호방위조약""‥""외교 실패""",https://n.news.naver.com/mnews/article/214/0001269922?sid=100,"[














[뉴스외전]◀ 앵커 ▶이번 한미 정상회담에 대해 국민의힘은 워싱턴선언이 제2의 한미 상호 방호조약이라며, 윤 대통령이 양국 관계 새 이정표를 마련하는 최대 성과를 거뒀다고 호평했습니다. 반면 민주당은 안보도 불안, 경제도 거덜난 최악의 정상회담이었다며 비판을 이어갔습니다.이혜리 기자입니다.◀ 리포트 ▶윤석열 대통령의 5박 7일간의 국빈 방미 성과에 대해, 국민의힘은 워싱턴 선언이 한미상호방위조약을 핵을 포함해 업그레이드한 제2의 한미상호방위조약이라며 대북 확장억제력을 대폭 강화했다고 평가했습니다. [김기현/국민의힘 대표]""북핵 위협에 대한 대응, 자유민주주의 가치동맹, 경제산업 협력확대 등 양국 관계의 새로운 이정표를 수립하는 계기를 마련하는 최대의 성과를 거두었습니다.""더불어민주당에 대해선 윤 대통령 방미에 대해 폄하와 비난 일색이었다고 비판했습니다.[윤재옥/국민의힘 원내대표]""합리적인 비판은 수용하겠지만 성 학대라든지 사기극이라든지 하는 등등의 비난은 정도를 넘어도 한참 넘은 막말입니다.""민주당은 오늘도 방미 성과를 두고 공세를 이어갔습니다. 국회 외교통일위원회 야당 간사인 이재정 의원은 ""미국은 자국의 이익을 위한 양보나 진지한 고민이 없었고, 우리는 그걸 얻어내지 못한 외교 실패""라고 혹평했습니다. [이재정/더불어민주당 의원 (MBC 라디오 '김종배의 시선집중')]""어느 쪽도 비둘기든 매든 어느 쪽도 만족시키지 못한 성과다라고 하는데요. 그렇게 자랑하고 국민께 공유하고 싶은 게 많으시다면 외통위를 열었으면 좋겠어요.""박용진 의원은 북중러 동맹이 강화되는 역효과가 초래돼 안보의 불안이 있고, 반도체 산업 육성 등에 대해선 한마디도 못한 최악의 정상회담이라고 비판했습니다.또 ""사실상 핵공유"" 발언으로 논란이 된 김태효 국가안보실 1차장의 인사조치도 필요하다고 주장했습니다. [박용진/더불어민주당 의원 (SBS 라디오 '김태현의 정치쇼')]""북핵 대응 성과를 부풀리려다가 대한민국을 핵 공유 호소인으로 전락시키는 망신 사건까지 있었던 거 아니에요. 김태효 안보실장은 빨리 정리해야 돼요.""유승민 전 국민의힘 의원도 KBS 라디오 '최경영의 최강시사'에 출연해 ""독자 핵 개발할 길을 완전히 우리 스스로 안 가는 것처럼 약속을 하고 와버린 것""이라며 ""화려했지만, 속 빈 강정""이라고 비판했습니다. MBC뉴스 이혜리입니다.MBC 뉴스는 24시간 여러분의 제보를 기다립니다. ▷ 전화 02-784-4000▷ 이메일 mbcjebo@mbc.co.kr▷ 카카오톡 @mbc제보
]"
2023-05-01 11:21:15,국방부 “한미회담으로 확장억제 강화…상호방위 개념 향상”,https://n.news.naver.com/mnews/article/056/0011476077?sid=100,"[




국방부가 한미회담 성과로 확장억제 실행력이 강화된 것에 큰 의미가 있다고 평가했습니다.  전하규 국방부 대변인은 오늘 정례브리핑에서 “회담을 통해서 미국의 강력한 방위 공약과 더 강화된 확장억제 공약이 담긴 워싱턴선언을 했다는 것이 큰 의미가 있다”고 밝혔습니다.  그러면서 “군사안보적인 측면에서도 워싱턴선언을 통해서 한미가 함께하는 확장억제 기반을 마련했다”며 상호방위 개념이 핵을 포함하는 형태로 향상됐다고 강조했습니다.  전략핵잠수함(SSBN) 등 미국의 전략자산이 정기적으로 한반도 배치되는 것에 대해서는 “한반도 비핵화 선언에 전혀 위배되지 않는다”고 덧붙였습니다.  한미 양국은 ‘워싱턴선언’을 통해 ‘핵 협의그룹(NCG)’을 신설해 핵 관련 정보를 공유하고, 공동기획과 실행을 정기적으로 하기로 협의했습니다. 또 미 핵잠수함과 같은 전략자산의 한반도 전개를 자주, 정기적으로 하기로 했습니다.
]"
