date,title,link,content
2021-09-30 14:38:20,"보건복지부 2차관 류근혁, 靑 사회정책비서관 여준성",https://n.news.naver.com/mnews/article/366/0000763890?sid=100,"[
여준성, ‘文케어’ 설계자 김용익 의원 보좌관 출신        문재인 대통령은 30일 보건복지부 제2차관에 류근혁 대통령비서실 사회정책비서관을, 청와대 사회정책비서관에 여준성 보건복지부 장관정책보좌관을 내정했다고 박경미 청와대 대변인이 밝혔다.



문재인 대통령이 30일 보건복지부 제2차관에 류근혁 대통령비서실 사회정책비서관(왼쪽사진)을 대통령비서실 사회정책비서관에 여준성 보건복지부 장관정책보좌관을 내정했다. /청와대 제공        류근혁 신임 차관은 서울 중동고와 인하대 행정학과를 졸업하고, 영국 스완지대에서 석사, 인제대에서 보건학 박사 학위를 취득했다. 행시(36회) 출신으로 보건복지부에서 건강정책국장과 인구정책실장을 맡았다. 문재인 정부 출범 후 사회정책비서관실에서 선임행정관으로 재직했고, 보건복지부로 돌아갔다가 지난해 7월부터 청와대 사회정책비서관으로 근무해 왔다.박 대변인은 류 신임 차관에 대해 “건강·보건 분야 핵심 보직을 거친 보건의료 전문가”라며 “세계보건기구(WHO) 근무 등을 통해 폭넓은 국내외 네트워크와 탁월한 소통 능력을 갖추고 있다”고 했다. 이어 “코로나19 관련 단계적 일상회복(위드 코로나), 글로벌 백신 허브화 등 핵심 현안과 건강보험 보장성 강화, 바이오헬스 산업 육성 등 문재인 정부의 보건의료 정책을 충실히 이행해 나갈 것”이라고 기대했다.류근혁 비서관이 보건복지부 제2차관으로 내정되면서 그 자리는 여준성 현 보건복지부 장관정책보좌관이 채웠다. 여 신임 사회정책비서관은 원주고와 상지대 전산학과를 졸업했다.상지대 총학생회장 출신으로, 국회의원 보좌관으로 경력을 쌓았다. 정봉주 의원실, 최영희 의원실, 김용익 의원실, 정춘숙 의원실에서 보좌관으로 근무했다. 문재인 정부 출범 후 청와대 사회정책비서관실에서 서기관으로 일했고, 2019년 12월부터 보건복지부에서 장관정책보좌관을 맡았다.



유영민 대통령 비서실장(오른쪽)이 지난달 9일 청와대에서 열린 수석·보좌관회의에서 김용익 국민건강보험공단 이사장과 인사하고 있다. /연합뉴스        김용익 전 의원은 문재인 정부 출범 후 2017년 12월 국민건강보험공단 이사장에 임명됐다. 2020년 12월 연임했다. 김 이사장은 지난 대선 당시 문재인 더불어민주당 대선 후보의 보건·의료 공약을 만들어 내 ‘문재인 케어’ 설계자로 역할을 했다.박 대변인은 “여 신임 비서관은 주요 사회 정책 현안에 대한 이해도가 높다”며 “다양한 업무 경험을 바탕으로 맡은 바 역할을 잘 수행해 줄 것으로 기대한다”고 말했다.
]"
2021-09-30 18:03:05,복지부 2차관 류근혁·사회정책비서관 여준성 내정,https://n.news.naver.com/mnews/article/014/0004716559?sid=100,"[




류근혁 차관  



여준성 비서관 문재인 대통령은 30일 보건복지부 제2차관에 류근혁 대통령비서실 사회정책비서관을 내정했다.   류 신임 제2차관은 서울 중동고와 인하대 행정학과를 졸업하고 영국 스완지대 석사와 인제대 보건학 박사 학위를 받았다. 행시 36회로 공직에 입문한 뒤 복지부 건강정책국장, 대통령비서실 사회정책비서관실 선임행정관, 복지부 인구정책실장 등을 역임했다.   박경미 청와대 대변인은 류 신임 제2차관에 대해 ""건강·보건 분야 핵심 보직을 거쳐 대통령비서실 사회정책비서관으로 재직 중인 보건의료 전문가""라며 ""세계보건기구(WHO) 근무 등을 통해 폭넓은 국내외 네트워크와 탁월한 소통 능력을 갖추고 있다""고 설명했다.   이어 ""코로나19 관련 단계적 일상 회복, 글로벌 백신 허브화 등 핵심 현안과 건강보험 보장성 강화, 바이오헬스 산업 육성 등 문재인 정부의 보건의료 정책을 충실히 이행해 나갈 것""이라고 기대했다.   후임 대통령비서실 사회정책비서관에는 여준성 보건복지부 장관정책보좌관이 내정됐다.   여 신임 비서관은 원주고와 상지대 전산학과를 졸업했다. 국회 보좌진과 대통령비서실 사회정책비서관실 행정관을 지냈다.   박 대변인은 여 비서관에 대해 ""대통령비서실 사회정책비서관실 행정관, 보건복지부 장관정책보좌관으로 두루 근무하여 주요 사회 정책 현안에 대한 이해도가 높다""며 ""다양한 업무 경험을 바탕으로 맡은 바 역할을 잘 수행해 줄 것으로 기대한다""고 말했다.  
]"
2021-09-30 09:51:10,“사회 분열·기본권 침해…백신패스 반대합니다” [이슈픽],https://n.news.naver.com/mnews/article/081/0003219175?sid=102,"[
청와대 국민청원 게시판에 청원 글 올라와“백신 접종 부작용 호소 끊이지 않아”“개인 체질·건강 상태 다른데 강제할 수 있나”



18~49세 접종 시작... 줄지어 들어가는 청년층 - 18세에서 49세 사이 연령층 대상 코로나19 백신 접종이 시작된 26일 오전 서울 동작구 사당종합체육관에 마련된 코로나19 예방접종센터에서 시민들이 접종을 받기 위해 줄을 서 있다. 2021.8.26 연합뉴스정부가 최근 단계적 일상 회복 방안으로 이른바 ‘백신패스’ 도입을 논의 중인 가운데, 이를 반대하는 청원이 등장했다.백신패스는 일부 해외국가에서 시행되는 조치로, 신종 코로나바이러스 감염증(코로나19) 백신 접종자에게는 다중이용시설의 이용제한을 완화하고 미접종자는 PCR 음성확인서가 있어야만 이용할 수 있도록 하는 조치다.지난 29일 청와대 국민청원 게시판에는 ‘백신패스 반대합니다’라는 제목의 청원 글이 올라왔다. 해당 청원은 30일 기준 9600명 이상의 동의를 얻어 사전 동의 100명 이상 기준을 충족해 현재 관리자 검토 중이다.앞서 이날 정부는 백신패스 방안에 대해 “정책 결정 중”이라고 밝혔다. 일부 해외국가에서 시행되고 있는 백신패스는 백신 접종 완료자에게 다중이용시설의 이용 제한을 완화하는 제도다. 미접종자는 PCR 음성확인서가 있어야만 시설을 이용할 수 있다.청원인은 “코로나와 싸우며 방역에 애쓴 지 2년이 다 돼간다. 미국에서 백신이 개발됐다 해서 우리도 어서 빨리 도입돼 코로나가 빨리 종식되기를 바랐다”며 “긴급 승인돼 어느 정도 부작용은 있겠지만 코로나 확진자 수를 줄이고, 중증 사망 사례도 줄어들 것이라며 정부의 방역을 믿어왔다”고 말문을 열었다.이어 “청와대 국민청원 게시판에 (백신 접종 이후 부작용 관련) 억울한 상소는 끊이질 않고 있다”며 “백신 접종 전보다 확진자 수는 폭발적으로 증가하고 있다. 확진자 수가 느니 중증 사망자도 늘어날 것”이라고 지적했다.



 - 청와대 국민청원 게시판 캡처그는 “정책을 펼치다 보면 잘못된 길로 올 수 있고, 백신 회사의 장삿속에 넘어갈 수 있다. 하지만 알면서도 끝까지 백신이 맞는다며 밀어붙이는 억지는 참을 수 없다”면서 “현 상황은 백신이 답이 아니다. 더구나 개인 질환이나 체질, 알레르기 부작용으로 백신 접종을 완료하지 못한 사람들도 있는데 무조건 강제할 수 있나”라고 비판했다.그러면서 “지금도 백신 미접종자는 사회에서 눈치를 주며 개인에 막대한 피해를 주는데 단체입장제한이라는 페널티는 사회 분열과 인간 기본권 침해로 위헌소송 대상”이라며 “백신 접종자도 코로나에 걸려 전파할 수 있는데, 미접종자만 단체 생활을 제한해 발생하는 손해는 어떻게 감당할 건가”라고 반문했다.끝으로 청원인은 “명분과 근거도 없이 코로나 잡겠다고 사람들 비명은 왜 외면하나”라며 “코로나보다 사람이 먼저다. 지금이라도 현 상황을 바로 보고 국민의 목소리를 외면하지 말라”고 덧붙였다.한 온라인 커뮤니티 게시판에도 ‘백신패스 도입은 좀 아닌 것 같다’는 글이 올라왔다. 글쓴이는 “회사 때문에 맞았지만, 접종자에게 인센티브를 주는 건 찬성이다. 그러나 미접종자에게 페널티를 주는 건 좀 아니다”는 의견을 밝혔다.



코로나19 대응 중대본 브리핑 - 손영래 중앙사고수습본부 사회전략반장이 24일 정부서울청사에서 신종 코로나바이러스 감염증(코로나19) 대응 현황 등에 대해 비대면 정례브리핑을 하고 있다. 2021.1.24 연합뉴스앞서 29일 손영래 보건복지부 중앙사고수습본부 사회전략반장은 정례브리핑에서 “단계적 일상 회복 방안에서는 총 확진자의 규모보다 예방접종률을 최대한 올리는 것이 가장 중요한 조치”라며 “백신을 맞지 않으면 다중이용시설 이용이 제한될 수 있다”고 밝혔다.손 반장은 “미접종자들의 중증화율과 치명률이 높고, 미접종자 중심의 유행을 차단하는 것이 중요한 목적”이라며 “우리나라에도 백신 패스를 도입하게 되면 미접종자는 PCR 음성확인서를 지참하지 않을 시 다중이용시설이나 행사 등에 참여가 제한되는 형태가 될 가능성이 크다”고 설명했다.그러면서도 “접종 기회를 원천적으로 부여받지 않은 저연령층이나 학생들에 대한 부분은 별도로 고려할 필요가 있어 일정 연령 이하는 백신패스 제도 제한을 예외로 하는 등의 검토도 이뤄질 필요성은 있다”고 부연했다.백신 패스 사용 방식에 대해서는 “쿠브(QOOV)앱이나 네이버·카카오 등을 통해 증명을 보여줄 수 있고, 신분증에 스티커로 조치를 취하고 있는데, 보충 수단이 필요할지에 대해 계속 검토해 나갈 예정”이라고 밝혔다.한편 일부 국가에서는 접종완료일을 기준으로 백신패스 유효기간을 6개월로 한정했다. 이와 관련해서는 “접종 효과가 얼마나 오래가는가는 이제 막 나오는 단계다. 예방접종은 보통 6개월 이상의 효과가 있어 일정한 유효기간은 존재할 수 있다. 다만 기간에 대한 내용들은 계속 달라질 여지가 있다”면서 “이러한 사례들을 분석하고, 의학적 타당성을 고려해 어떻게 정할지는 논의가 필요하다”고 전했다.
		]"
2021-09-30 07:52:26,"국제사회 ""북한 미사일 우려""…외교적 해법 '대화 강조'",https://n.news.naver.com/mnews/article/437/0000277192?sid=104,"[
[앵커]북한이 새로 개발한 극초음속 미사일을 시험 발사했다고 주장하고 나서면서 우려의 목소리가 국제사회에서 잇따라 나오고 있습니다. 북한이 새로운 무기 능력을 확보했다는 보도를 심각하게 받아들인다는 입장을 낸 미국에서는 외교적인 해법 대화를 강조하는 목소리가 또 한 번 나왔습니다.워싱턴에서 임종주 특파원입니다.[기자]미국 국무부 보니 젠킨스 차관은 스위스 제네바 행사에서 ""북한의 최근 미사일 시험 발사와 관련해 더 많은 정보를 찾고 있다""고 말했습니다.이어 ""북한과의 외교 증진을 위해 노력하고 있고, 그렇게 되기를 바란다""고 말했다고 로이터 통신이 전했습니다.""북한의 새로운 능력에 대한 보도를 심각하게 여긴다""는 미 정부 당국자의 경고성 반응이 나온 직후입니다.우려와 유감의 뜻을 표시하면서도 외교적 해법을 추구하겠다는 기본 입장에는 변화가 없다는 의미로 풀이됩니다.또 스테판 두자릭 유엔 대변인은 ""보도들이 매우 충격적""이라고 말했습니다.그러면서도 ""한반도가 앞으로 나갈 수 있는 유일한 길은 당사자 간 외교적 관여임을 확신한다""며 대화를 강조했습니다.앞서 조선중앙통신은 극초음속 미사일 화성-8형을 시험 발사했다고 주장했습니다.궤도를 바꿔가며 음속의 5배 이상 속도로 비행할 수 있는 신형 미사일입니다.요격이 어려워 '게임체인저'로도 불립니다.[에번스 리비어/전 미 국무부 수석 부차관보 : 북한의 메시지는 대화 준비는 돼 있지만, 조건을 보겠다는 것입니다. 그들은 미국이 원하는 비핵화에는 딱히 관심이 없습니다.]합동참모본부는 ""초기 단계로 실전 배치까지는 상당한 기간이 걸릴 것으로 판단한다""며 ""한미연합 자산으로 요격이 가능한 수준""이라고 밝혔습니다.
		]"
2021-09-30 11:41:52,"시멘트업계, 지역사회 발전 위해 250억 출연…협약 체결",https://n.news.naver.com/mnews/article/003/0010744675?sid=101,"[
기사내용 요약한국생산성본부와 기금출연 협약식객관성·투명성 확보한 기금운영 기대



[서울=뉴시스] 홍세희 기자 = 시멘트 공장 인근 지역사회와 상생 발전 프로그램 마련을 논의해 온 시멘트업계가 250억원의 기금출연을 결정하고 기금의 투명성, 객관성을 확보하기 위한 협약을 체결했다.한국시멘트협회는 30일 오전 한국생산성본부(KPC) 회의실에서 '시멘트업계-KPC 사회공헌 기금출연 협약식'을 개최했다고 밝혔다.이번 협약식은 지난 2월 시멘트 공장이 위치한 강원·충북지역 국회의원과 시멘트 업계간 체결된 '지역사회공헌 확대를 위한 시멘트업계의 자발적 기금조성 협약'의 후속조치다.KPC는 향후 시멘트 업계와 함께 지역사회 발전을 위한 사회공헌 방향성을 제시하며, 지역별 기금관리위원회의 설립과 운영을 지원할 예정이다. 한국시멘트협회 관계자는 ""시멘트 업계의 지역사회공헌 활동에 대한 확대 의지를 대·내외에 공식화함으로서 시멘트공장 인근 지역과 주민에 대한 직접적인 혜택을 높여 시멘트 공장과 지역사회가 지속가능발전을 모색하겠다는 의지의 표현""이라고 밝혔다.
]"
2021-09-29 18:12:10,BIFF 폐막식 사회자 이준혁·이주영이 맡는다,https://n.news.naver.com/mnews/article/082/0001121251?sid=103,"[
다음 달 15일 영화의전당 야외극장서 사회



제26회 부산국제영화제 폐막식 사회자를 맡는 배우 이준혁(왼쪽)과 배우 이주영 . 에이스팩토리 제공개막을 1주일 앞둔 부산국제영화제(BIFF)가 폐막식 사회자를 발표했다. 다음 달 15일 부산 해운대구 영화의전당 야외극장에서 열릴 폐막식은 다방면에서 활약하고 있는 배우 이준혁과 이주영이 맡는다.배우 이준혁은 ‘쌍천만 영화’라고 불리는 영화 ‘신과 함께-죄와 벌’(2017), ‘신과 함께-인과 연’(2017)에서 인상적인 연기를 선보였고, TV 드라마 ‘비밀의 숲’(2017)과 ‘비밀의 숲2’(2020)에서 엘리트 검사 역할로 시청자에게 많은 사랑을 받았다. 최근에는 개봉을 앞둔 영화 ‘소방관’에 출연해 기대를 한몸에 받고 있다.배우 이주영은 단편영화 ‘조우’(2012)를 통해 스크린에 데뷔했다. 영화 ‘춘몽’(2016) ‘꿈의 제인’(2016) ‘메기’(2018) ‘야구소녀’(2019) 같은 그해를 대표하는 한국 독립영화에 출연해 개성적인 연기를 선보였다. 특히, 23회 BIFF에 초청된 영화 ‘메기’는 KBS독립영화상, CGV아트하우스상, 시민평론가상, 올해의 배우상 등 4관왕을 차지해 화제가 됐다. 최근에는 드라마 ‘이태원 클라쓰’(2020)에 출연해 인상적인 연기를 선보였다.앞서 BIFF는 다음 달 6일 열리는 26회 BIFF 개막식은 배우 송중기와 박소담의 사회로 문을 연다고 밝혔다.
]"
2021-09-30 12:06:11,"이노션, 사회공헌활동 'S.O.S' 수상작 선정",https://n.news.naver.com/mnews/article/015/0004610422?sid=101,"[




이노션은 대표적인 사회공헌 프로그램인 'S.O.S 프로그램'에 출품한 수상작을 선정해 발표했다고 30일 밝혔다. 사진은 이용우 이노션 대표이사(좌측)와 S.O.S 프로그램 대상 수상자(우측). 사진=이노션이노션 월드와이드는 사회공헌 프로그램인 'S.O.S(Social Problem Solver) 프로그램' 수상작을 선정해 발표했다고 30일 밝혔다.S.O.S 프로그램은 예비 마케터를 꿈꾸는 대학생들에게 광고 경험기회와 장학금을 제공하는 이노션의 대표 재능기부 사회공헌 활동이다.'스토킹 예방 캠페인'을 주제로 경찰청과 함께한 이번 S.O.S 프로그램은 △스토킹이 범죄라는 사회적 인식 전환 △스토킹 신고 활성화 방안 등에 대해 크리에이티브, 기획 부문으로 나눠 진행됐다.수상팀은 모두 17팀(참여인원 49명)이다. 대상은 크리에이티브 부문에 응모한 부산대 원유경 학생 외 3인이 차지했다. 금상은 한국외국어대 오형준 학생과 경기대 천세형 학생 외 2명이 각각 수상했다.대상을 수상한 원유경 학생팀은 스토킹에 대한 사회적 인식을 많은 사람들에게 익숙한 전래동화의 스토리를 활용해 제안해 심사위원들의 좋은 평가를 받았다.금상을 차지한 오형준 학생은 택배 상자의 운송장에 주소 대신 전자출입명부(QR)코드 스티커를 부착해 개인정보 식별을 어렵게 하는 '안심 택배 스티커' 작품을 제안했다. 천세형 학생팀은 경찰청이 카카오톡 백업 서비스(톡서랍)와 연계해 스토커와의 대화 내용을 자동으로 백업 할 수 있는 '세이프, 백업(SAFE, BACK-UP)' 캠페인으로 호평을 받았다.수상작은 다음달 이후 캠페인으로 제작돼 온에어될 예정이다. 대상을 수상한 학생들은 내년 1월부터 이노션에서 체험형 인턴십에 참여하게 된다. 이노션 관계자는 ""앞으로도 S.O.S 프로그램을 통해 기업의 사회적 가치를 높이고 더 많은 대학생들의 참여를 통해 사회문제를 함께 해결할 수 있는 사회공헌활동 프로그램으로 육성해 나가겠다""고 말했다.
]"
2021-09-30 12:19:22,사회적 거리두기 내일 발표…현행 단계 2주 연장 무게,https://n.news.naver.com/mnews/article/056/0011129159?sid=102,"[














 [앵커] 다음 주부터 적용할 사회적 거리두기가  내일(1일) 발표됩니다. 추석 연휴 이후  확진자 증가세가 이어지고 있는 데다 10월 초 연휴와  가을 행락철로 인해  감염확산 우려가 커진 만큼 현 사회적 거리두기 단계의 연장에 무게가 실리고 있습니다. 서병립 기자가 보도합니다. [리포트] 코로나19 신규 확진자는 2,564명으로,  요일별 최다 확진자를 일주일 연속 기록했습니다. 지난 7월 7일 이후  86일째 네 자릿수 확진자입니다. 오늘까지  최근 일주일은 모두 2천 명대  이상을 기록해 하루 평균 국내 발생 확진자는 2,630명에 달합니다. 각종 지표도 악화하고 있습니다. 확진자 한 명이 몇 명을 감염시키는지를 나타내는 감염 재생산지수는 1.04로 3주 연속 증가했는데, 특히 수도권은  1.08까지 올랐습니다. 델타 변이 검출률은 99.5%를 기록했습니다. 10월 초 개천절과 한글날 연휴가 있는 데다 가을 행락철을 맞아 이동량 증가도 예상돼 감염 확산 우려가 커지고 있습니다. 이에 따라 다음 주 적용할  사회적 거리두기 단계를  발표해야 하는 정부도  고심을 거듭하고 있습니다. 내일 중대본 회의를 거쳐 거리두기 단계를 발표할 예정인데, 추석 이후 유행 확산이 이어지고 있고, 11월 초 단계적 일상 회복 전환을 앞두고 섣불리 방역 수위를  조정하기 어려운 만큼 현행 거리두기의  재연장 가능성이 높습니다. 앞서 열린 생활방역위원회에서도 현 거리두기 단계 2주 연장이  필요하다는 의견이 많았던 것으로  전해졌습니다. 한편 방역당국은  백신 접종의 효과로 확진자 증가에도 위중증 환자와 치명률은 감소세를 유지하고 있다며  접종 참여를 거듭 부탁했습니다. KBS 뉴스 서병립입니다. 영상편집:이재연■ 제보하기▷ 카카오톡 : 'KBS제보' 검색▷ 전화 : 02-781-1234▷ 이메일 : kbs1234@kbs.co.kr▷ 뉴스홈페이지 : https://goo.gl/4bWbkG




]"
2021-09-30 13:56:32,"이랜드재단, 사회적 안전망 구축 사업 전국 단위로 확대",https://n.news.naver.com/mnews/article/629/0000108385?sid=101,"[




이랜드재단은 전아름다운가게와 저소득가정 나눔을 위한 업무협약을 체결했다. 사진은 왼쪽부터 김하나 아름다운가게 나눔문화국장과 김욱 이랜드재단 국장의 모습. /이랜드 제공'아름다운가게'와 손잡고 저소득가정 위한 사회적 안전망 구축 이랜드재단이 NGO와 협력을 통해 신종 코로나바이러스 감염증(코로나19) 장기화로 어려움을 겪는 지역 내 저소득 한부모 가정 지원 사업을 전국 단위로 확대해나간다.30일 이랜드재단은 전날 서울 중구에 위치한 아름다운가게 본사에서 아름다운가게와 저소득가정 나눔을 위한 업무협약을 체결하고, 지역사회 사회적 안전망 구축과 물품 바우처사업 전개에 상호 협력하기로 했다.이번 협약은 코로나19가 장기화하면서 경제적, 정서적으로 어려움을 겪는 저소득층 한부모 가정을 돕고, 기증품의 재사용과 순환을 통해 친환경적 변화에 기여하는 목적으로 기획됐다.이랜드재단은 재판매가 가능한 의류, 잡화 등을 아름다운가게에 기증하고, 아름다운가게는 특별전을 통한 판매 수익금의 일부를 이랜드재단이 지정한 저소득층 한부모 가정 지원 사업비로 지원한다.또한 아름다운가게는 구청과 주민센터 등 지자체 또는 지역 복지시설에서 추천하고 이랜드재단의 심사로 지원이 확정된 저소득층 한부모 가정에게 해당 매장에서 사용 가능한 5만 원 모바일 바우처(기프트카드)를 지급할 계획이다.김욱 이랜드재단 국장은 ""NGO 및 지자체와 협력해 물품 기증 및 바우처 제공 등의 사업을 전개하며 복지서비스의 질을 높이고, 전국 단위로 저소득 가정의 사회적 안전망을 구축해가고 있다""며 ""기업과 단체 상호 간 재활용이 가능한 기증품과 재고상품을 교환하는 등 자원 활용도 또한 높여갈 계획""이라라고 말했다.한편, 이랜드재단의 저소득층 물품 바우처사업은 현재 밀알복지재단 굿윌스토어 도봉점, 송파점, 일산점, 성남점, 대전점, 전주점, 기아대책 (재)행복한나눔 염창점, 지파운데이션 김포한강점, 홍대입구점 매장에서 진행 중이며, 지속적인 협력을 통해 사회적 안전망을 확대해나갈 예정이다.
]"
2021-09-30 16:55:51,태백시 사회적 거리두기 3단계 격상…이틀간 13명 발생,https://n.news.naver.com/mnews/article/001/0012656739?sid=102,"[




태백시 사회적 거리두기 상황 판단 회의[태백시 제공.재판매 및 DB 금지](태백=연합뉴스) 배연호 기자 = 강원 태백시가 10월 1일 오전 0시부터 10월 7일 자정까지 사회적 거리두기를 3단계로 격상했다.    태백시는 30일 사회적 거리두기 관련 상황 판단 회의를 열고 이같이 결정했다.     태백은 29일부터 30일 현재까지 이틀간 13명의 신종 코로나바이러스 감염증(코로나19) 확진자가 발생했다.    류태호 태백시장은 ""추석 연휴 여파로 코로나19 확진자가 급증한 것에 대해 매우 안타까운 마음""이라며 ""힘든 시간이지만, 사적 모임 자제 등 방역수칙을 철저히 지켜달라""고 당부했다.    byh@yna.co.kr
]"
