,stock_id,date,title,link,content
5,012450,2023-02-28 16:56:00,매일경제 다가온 봄 상승기류 탈 주식 종목,https://n.news.naver.com/mnews/article/009/0005095084?sid=106,주식 상담쇼 일 오전 시월 상승 랠리를 이어간 국내 증시가 월에는 긴축 우려로 잠시 쉬어갔다 방향성을 잃은 현재 상황에서 차전지와 로봇 관련주가 뜨거운 랠리를 이어가면서 시장의 상승을 주도했다 지금까지도 종목별 순환매 장세가 펼쳐지고 있다 이 같은 상황에서 과연 내 종목의 향후 전망은 어떻게 될지 주식 상담쇼에 이창원 전문가가 출연해 시청자들의 고민을 속 시원하게 해결해준다 그뿐만 아니라 월 중국 양회와 연준 를 앞두고 있는 시점에서 월 주목해야 할 증시 키워드는 무엇인지 그리고 다가오는 봄 상승기류에 올라탈 종목은 무엇인지도 공개한다
6,012450,2023-02-27 20:31:00,억 자산 황현희 개업식결혼식 사회 안 봐도 돼내 경제적 자유,https://n.news.naver.com/mnews/article/008/0004856302?sid=106, 유튜브 채널 황현희 조사하면 돈 나와개그맨 황현희가 경제적 자유가 있을 때 좋은 점을 자기 경험에 빗대어 설명했다유튜브 채널 황현희 조사하면 돈 나와는 일 돈을 잘 모으는 방법이게 최고입니다라는 제목의 영상을 게재했다영상에서 한 사연자는 만원의 월급 중 인 만원가량을 저축하고 나머지를 생활비로 쓰고 있다며 처음에는 돈 모으는 재미가 있었는데 목돈이 모이니까 컴퓨터 휴대폰 차 등의 유혹을 이기기가 쉽지 않다고 고민을 전했다이에 황현희는 이런 고민은 저도 늘 하고 있다며 소셜네트워크서비스 보는 걸 조금 줄여야 한다 다들 에 오마카세 골프 해외여행 등 을 너무 많이 올린다고 말했다그는 그런 을 보면서 상대적 박탈감을 느끼신다면 를 끊어야 할 것이라며 필요한 게 있다면 돈을 써야 하지만 불필요한 것들에 돈 쓰는 걸 아끼고 이겨내서 나중에 경제적 자유를 달성하는 내 모습을 위해 가야 한다고 했다 유튜브 채널 황현희 조사하면 돈 나와황현희는 저는 하기 싫은 일은 절대 안 한다 남한테 돈을 빌려 달라는 등 아쉬운 소리도 절대 안 한다며 그것이 제 경제적 자유라고 본다고 설명했다이어 방송 제안이 들어와도 내가 하기 싫은 방송은 안 한다며 어디 개업식 사인회 장터의 노래자랑 진행 결혼식 사회 등은 안 한다 제가 만약 경제적 자유를 달성하지 못했다면 지금 계속 그거 하고 있었을 것이라고 했다그러면서 하기 싫은 행사를 다 안 가도 되는 이 상황이 저는 너무 행복하다며 돈에 궁핍한 삶을 피하기 위해 사연자가 감내해야 할 부분이 있다고 강조했다한편 황현희는 년 공채 기 개그맨으로 데뷔했다 이후 코미디 프로그램 개그콘서트에서 여러 유행어를 남기며 많은 인기를 끌었다 이후 그는 부동산 재테크와 주식 투자에 성공해 약 억원에 달하는 자산을 운용하는 투자자로 변신했다
7,012450,2023-02-27 19:29:00,억 재테크 황현희 하기싫은 방송행사 안해이게 경제적 자유 돈 나와,https://n.news.naver.com/mnews/article/109/0004797672?sid=106, 최지연 기자 코미디언 황현희가 경제적 자유를 얻기 위해 해야하는 노력을 강조했다 일 황현희가 진행하는 유튜브 채널 조사하면 돈 나와에는 돈을 잘 모으는 방법 이게 최고입니다라는 제목의 영상이 업로드 됐다 이날 사연자는 만 원의 월급 중 약 인 만 원가량을 저축하고 나머지는 생활비로 쓰고 있다며 처음에는 모으는 재미가 있었는데 어느 순간 돈이 모이니 컴퓨터나 휴대폰 차 여행 등의 유혹을 이기기가 쉽지 않다라고 토로했다 이를 들은 황현희는 이 고민 저도 늘 한다 주변에 어느 정도 자산을 일구신 형들도 항상 하는 고민이라고 공감했다 그러면서  보는 거 좀 줄여라 다들 오마카세 레스토랑 수영장 딸린 독채펜션에 가 있고 골프장 해외 가 있고 이런 상황이라고 따끔하게 조언했다그는 그걸 보면서 상대적 박탈감 느끼신다면 끊어야 된다라며 저도 휴대전화 바꾸고 싶다 신제품 나오면 사고싶고 페라리 끌고 다니고 싶다 그걸 참고 아끼고 이겨내서 나중에 경제적 자유를 달성하는 나의 모습을 위해 가고 있는 거다라고 말했다 조사하면 돈 나와 영상화면이후 황현희는 저는 안 하고 싶은 일 절대 안 한다 남한테 아쉬운 소리 절대 안 한다 누구한테 예를 들어 돈 좀 빌려줘 나 이것 좀 부탁할게 님 이것 좀 써주세요 저 좀 써주세요 저 이렇게 좀 하고 싶어요 이런 소리 절대 안 한다 저는 그게 경제적 자유라고 본다라고 전했다그런 후 방송 같은 거 들어와도 내가 하기 싫은 방송 안 한다 어디 개업식 사인회 안 간다 장터에 가서 노래자랑 진행 안 한다 돈 받고 가는 결혼식 사회 안 한다 근데 경제적 자유를 달성하지 못했다면 저 지금 계속 그거 가서 하고 있었다라고 말했다황현희는 다 안 가도 되는 이 상황이 저는 너무 행복하다라며 경제적 자유를 위해 사연자가 감내해야하는 부분이 있음을 재차 강조했다 황현희는 지난 년 기 공채 개그맨으로 데뷔해 이후 부동산 재테크와 주식투자에 성공 약 억 원에 이르는 자산을 운용하는 전업투자자로 변신해 화제를 모았다  조사하면 돈 나와 영상화면
8,012450,2023-02-26 16:31:00,매일경제 급변하는 부동산 시장 전문가 진단,https://n.news.naver.com/mnews/article/009/0005093914?sid=106,생방송 부동산 투데이일 오후 시올해 주택시장이 지난 글로벌 금융위기 때보다 더 악화되면서 집값 하락 폭도 커질 것이란 전망이 나왔다 매수심리가 위축되고 경기 불확실성이 지속될 경우 매매 가격이 하락할 가능성이 크다 특히 그동안 상승세가 눈에 띄었던 지역을 중심으로 하락폭이 심해질 것으로 분석된다 이렇게 거래가 쉽지 않자 아파트를 서로 맞교환하는 교환거래 방식도 늘어나고 있다는데 급변하고 있는 우리 부동산 시장을 전문가의 시선으로 흐름을 점검해본다 생방송 부동산 투데이에서는 정확한 시장 분석을 통해 소액으로 투자할 수 있는 부동산 정보와 개발 호재가 풍부한 지역을 소개한다
9,012450,2023-02-25 21:01:00,서장훈 슈카 아형 디스 과거에 분노 경제 전문가지 예능 평론가야,https://n.news.naver.com/mnews/article/609/0000694381?sid=106, 엔 서유나 기자 서장훈이 슈카의 아형 디스 과거에 분노했다 월 일 방송된 예능 아는 형님이하 아형 회에서는 김계란 심으뜸 슈카 쯔양이 게스트로 출연했다이날 이진호는 오프닝부터 슈카를 보곤 너 안경잡이 너 우리 올드하다고 네 방송에서 디스했잖아 너는 젊어 그럼이라고 문제 제기했고 서장훈은 우릴 디스했어라며 발끈했다 앞서 슈카는 자신의 개인 방송에서 아형에 강호동 등 대 대들이 출연한다며 대 입장에서 감정이입해서 보면 봉숭아학당과 비슷하다고 발언했다서장훈은 이에 디스할 수는 있는데 경제전문가라며 예능평론가야라고 불편한 기색을 드러냈다 이어 잘 왔다 너는 특별히 너만 오늘 하루종일 무엇이든 물어보살을 찍는다는 기분이 들게 해주겠다고 경고했다슈카는 예능이 다 고령화되고 있는데 세기 봉숭아학당에서 살아남았다 봉숭아학당은 국민프로였다고 해명을 시도했지만 반응을 미지근했다 슈카는 장훈이는 내 편 들어줘야 한다 우리 학교 선배니까라며 학연까지 어필했으나 서장훈은 슈카가 대학원 출신이라는 말에 난 대학원 안 나왔어라며 선을 그어 웃음을 자아냈다 아는 형님 캡처
10,012450,2023-02-23 17:26:00,한국신문협회 부회장에 매일경제 장승준중앙 박장희 발행인,https://n.news.naver.com/mnews/article/009/0005092997?sid=106, 한국신문협회회장 임채청는 일 한국프레스센터에서 제차 이사회를 열고 장승준 매일경제 발행인과 박장희 중앙일보 발행인을 부회장으로 보선했다 임기는 년 정기총회까지다장 부회장은 취임 인사말에서 챗봇 등 디지털미디어 기술이 신문에 미치는 영향 등을 회원사와 공유해 신문의 미래 전략을 마련하는 데 힘을 보태겠다고 말했다박 부회장은 신문 산업과 협회 발전을 위해 중앙일보의 혁신 사례와 시행착오 등을 회원사와 공유하겠다고 말했다장 부회장은 미시간대에서 경제학을 전공한 후 뉴욕대에서 경제학 석사 학위를 받았다 매일경제 기획담당이사 매일경제 대표이사사장을 역임했으며 현재 매일경제 대표이사부회장발행인이다박 부회장은 서울대 정치학과를 나와 동 대학원에서 석사 펜실베이니아대 와튼스쿨에서 경영학 석사 학위를 받았다 중앙일보 전략팀장 경영총괄을 역임했으며 현재 중앙데일리 대표이사발행인 중앙일보 대표이사발행인이다
11,012450,2023-02-22 07:31:00,진성 아내에 경제권 넘겨세 은퇴 후 나만의 삶 살 것 같이삽시다리뷰,https://n.news.naver.com/mnews/article/076/0003973887?sid=106, 스포츠조선 조윤선 기자 트로트 가수 진성이 아내에게 경제권 를 넘긴 이유를 털어놨다일 방송된 박원숙의 같이 삽시다에는 트로트의 대가 가수 진성이 출연했다 이날 진성은 재혼했냐는 박원숙의 질문에 어릴 적 동거 생활한 적은 있다고 솔직하게 밝혔다 이어 어린 시절 고생하다 보니까 셋방살이하면서 함께 고생하고 싶지 않았다 그러다 보니까 결혼 시기를 놓쳐서 늦게 했다 그래서 초혼이라고 답했다 이에 박원숙은 내가 재혼해서 다 재혼하고 사는 줄 알았다며 사과했다 세에 늦깎이 결혼을 한 진성은 이날 아내와의 러브스토리를 공개했다 지인 소개로 아내를 만났다는 그는 아내를 처음 만났을 때는 무명가수였다 여자를 만나서 집에 편안하게 모셔놓고 먹여 살릴 자신이 없었다 그런 상황에서 지인 소개로 아내를 만났다 지인이 양평에 작은 별장도 있고 작은 아파트도 있고 통장에 잔고도 좀 있으니까 부담 갖지 말고 만나봐라라고 하더라 솔직히 구미가 당겼다고 고백했다진성은 처음에는 아내가 일수 하는 아줌마인 줄 알았다 커다란 가방을 보물단지처럼 끌어안고 나만 쳐다봤다 가방에 현찰이 들어있나 했는데 그 안에 내 음반이 들어있었다며 아내가 어머니랑 청학동에 갔다가 우연히 내 메들리 음반을 듣고 호기심이 생겨서 내가 누군지도 모르고 내 목소리를 듣고 다녔다는 거다라며 남다른 인연이었음을 밝혔다이어 이후 지인과 아내 별장에 놀러 갔는데 별장에 사륜구동 자동차가 있고 리모컨으로 열리는 대문도 있더라 내 눈에는 그게 좋게 보였다며 며칠 후 다시 별장에 놀러 갔는데 그때 가요무대 출연 기회가 찾아왔다 예전에는 노래방이나 녹음실에서 대충 연습했는데 대충하기 싫었다 그래서 노래방 기계 같은 거 있으면 연습할 텐데라고 했더니 아내가 연습하라고 천만 원이 넘는 기계를 사놨더라 그때부터 견제라는 게 없어졌다며 이후 아내와 서로 마음을 확인한 후 결혼에 골인했다고 전했다 또한 진성은 아내의 지극정성 내조에 감동한 사연을 공개하기도 했다 결혼 후 심장판막증과 혈액암 선고를 받고 투병 생활을 했다는 그는 안동역에서로 좀 알려졌는데 활동하다가 년 만에 아팠다고 말했다 그러면서 그때 아내가 자연산 백도라지가 항암에 도움이 된다고 해서 직접 캐러 산에 갔다 근데 새벽 시쯤 왔는데 화장을 진하게 하고 왔더라 알고 보니까 아내가 백도라지를 캐려고 험한 바위에 올라가다가 미끄러져서 떨어진 거다 머리 바늘을 꿰매고 안면 찰과상을 입었는데 화장으로 가린 거였다며 마음 아파했다 이어 그 얘기를 들었을 때 너무 슬펐다 그때 이런 여자면 내가 진짜 목숨도 중요하지만 정말 지켜줘야겠다는 책임감과 의무감이 들었다며 아내에 대한 고마움과 애정을 드러냈다진성은 이날 경제권 질문에 아프기 전까지는 내가 직접 관리했다 근데 금전적인 걸 혼자 관리하다가 덜컥 아팠기 때문에 아내에게 경제권을 넘겨주기로 했다 아내가 내가 관리하기로 했다 경조사비로 를 남겨둔 건데 의미가 없었다 그래서 현재는 로 나눠서 관리 중이다라고 답했다 그러면서 경제권 를 넘기니까 아내가 황홀해했다 이 사람이 이제 날 믿는구나라고 생각했던 거 같다고 전했다 혜은이는 진성이 결혼 후 인상이 부드러워졌다고 칭찬했고 안문숙도 예전에 라디오 초대 손님으로 왔을 때는 눈이 무서웠다고 말했다 이에 진성은 결혼 전에는 강한 인상이었다 뒷골목 사나이 같다는 말을 많이 들었다 근데 옛날 과 비교해보면 유해졌다 지금은 그 어느 때보다 행복하다고 전했다한편 진성은 서서히 정리해 갈 나이가 됐다 세 넘어서는 노래를 안 하리라 마음 먹었다며 은퇴 계획을 공개해 눈길을 끌었다 그는 내가 유년 시절부터 곡절의 인생을 살아왔다 솔직히 말하면 난 지금도 초야에서 마음 편히 살고 싶다 자연과 하나 되는 삶을 꿈꾼다며 그래서 세에 은퇴 계획을 세웠다 마지막에 아듀 콘서트도 하고 년 정도는 사회가 나한테 베풀어준 은혜가 있으니까 제대로 봉사활동하고 세 넘어서는 나만의 삶을 살고 싶다고 밝혔다
12,012450,2023-02-22 07:11:00,진성 세 은퇴 계획 발표경제권은 아내에게 자연으로 가고파 같이삽시다전일야화,https://n.news.naver.com/mnews/article/311/0001560616?sid=106, 황수연 기자 가수 진성이 세에 은퇴하고 싶다는 바람을 드러냈다 일 방송된 박원숙의 같이 삽시다이하 같이삽시다에서는 트로트 가수 진성이 세의 나이에 지금의 아내를 만나 결혼하게 된 사연을 고백했다 이날 진성은 아내와의 결혼이 재혼이냐는 질문에 어릴 때 잠깐 동거 생활을 하긴 했는데 셋방살이하면서 고생하고 싶지 않았다 그래서 젋을 때 결혼 시기를 놓쳤다 아내도 나도 초혼이다고 답했다 년 세의 나이에 늦장가를 갔다는 진성은 아내를 처음 만났을 때 제가 떴을 때가 아니었다 집에 편안하게 모셔놓고 먹여살릴 자신이 없었다 그런데 소개한 지인이 아내가 양평에 조그마한 별장도 있고 작은 아파트에 통장 잔고도 있으니까 부담을 느끼지 않아도 된다고 했다 현실적으로 약간 구미가 당겼다고 솔직하게 털어놨다이어 처음 만났을 때 일수하는 아줌마인 줄 알았다 커다란 가방에 눈 화장을 짙게 하고 나를 쳐다보더라 가방에 현찰이 들어서 귀하게 여기나 했는데 나중에 들어보니 메들리 테이프였다 예전에 청계천이나 을지로에서 메들리 음악이 나오는데 제 테이프가 많았다 아내가 한 번은 노래를 듣고 저 사람이 누구냐고 했다가 전집을 사게 된 거다 정작 내가 누군지는 모르고 몇 년 동안 목소리만 들었다 나중에 지인이 내 친구가 진성 테이프를 이름도 모르고 듣고 다닌다고 말해줘서 알게 됐다고 했다 진성은 나중에 친구들이랑 아내의 별장에 놀러 갔는데 사륜구동 차도 있고 리모컨으로 문도 열리더라 내가 찌질하게 살아서 그런지 좋게 보였다 며칠 뒤에 거길 또 놀러 갔다 그때 마침 가요무대 섭외가 들어왔었다 노래방 기계가 하나 있었으면 좋겠다고 했는데 연습하라고 바로 돈 천만 원이 넘는 기계를 사 왔다 날 위하는 모습에 경계하던 마음이 없어졌다고 밝혔다  심장판막증과 혈액암으로 투병 당시 아내가 지극 정성으로 간호해 줬다는 사연도 공개했다 진성은 오랜 무명끝에 안동역에서로 알려진 지 년 만에 아프게 됐다 그때는 이미 안사람을 만났을 때였다 당시 아내가 백도라지 자연산이 항암에 도움 된다고 하니까 동네 분들하고 산에 갔다 새벽 시쯤에 돌아왔는데 화장을 진하게 하고 왔다 알고 보니 신의 장난인지 모르겠는데 아내 눈에 백도라지가 보였던 모양이다 정도 되는 바위에 올라가다가 미끄러져서 떨어졌다 머리에 바늘을 꿰매고 얼굴에 찰과상을 입었었다며 이런 여자라면 목숨도 중요하지만 잘 지켜줘야겠다 싶었다 책임감과 의무감이 새삼 들었다고 털어놨다 아프기 전까지는 통장 관리를 자신이 했다는 진성은 내가 덜컥 아프지 않았나 큰돈 준 것도 없어서 아내가 관리하면 내가 를 관리하겠다고 했다 는 대소사에 쓰는 돈이었다 그런데 의미가 없어서 년 뒤에 로 나눴다 지금은 만 붙잡고 있다고 말하며 웃었다경제권을 갖게 된 아내의 반응도 전했다 진성은 황홀해했다 이 사람이 이제 나를 믿는구나 싶었던 것 같다며 사실 이제 남에게 손 벌릴 정도는 아니지 않나 집도 있고 밭도 있고 안사람도 있다 수중에 얼마가 있는지 크게 신경 쓰지 않는다고 말했다 지금 그 어느 때보다 행복하다는 진성은 이제 서서히 정리해 갈 나이가 되지 않았나 싶다 세가 넘어서는 노래는 안 하리라 마음 먹었다며 세 전에 은퇴하겠다는 계획을 깜짝 공개했다 그는 제가 유년 시절부터 곡절의 인생을 살지 않았나 저는 지금도 초야에 묻혀 버리고 싶은 게 내 솔직한 심정이다 자연과 하나가 되는 삶을 원한다 그래서 세에 은퇴를 하려고 한다 그전에 멋지게 아듀쇼도 하고 년 정도는 사회가 베풀어 준 은혜가 있으니까 제대로 봉사활동을 하고 싶다 세가 넘어서는 나만의 삶을 살고 싶다 년이나 남았으니까 은퇴까지는 아직 많이 남았다고 털어놨다 방송화면 
13,012450,2023-02-21 21:52:00,진성 경제권 아내에게 있어경조사비 만원 낸 적도 깜짝,https://n.news.naver.com/mnews/article/421/0006644190?sid=106, 이지현 기자 진성이 경제권을 아내에게 넘겼다고 밝혔다 일 오후 방송된 예능 프로그램 박원숙의 같이 삽시다 시즌에서는 트로트 가수 진성이 출연해 결혼 생활에 대해 얘기했다 진성은 경제권 질문에 아프기 전까지는 제가 직접 관리했었다 혼자 그렇게 하다가 덜컥 아팠지 않냐 그래서 아내에게 얘기를 했다 이제 그쪽이 내가 관리할게 했다라고 답했다 이어 저희가 대소사가 많다 화환 보내고 그런 일도 많은 거다 제가 가수로 이름이 알려지니까 경조사비도 달라졌다 친한 사람에게 만 원까지 줘 봤다 그래서 경제권 를 제가 쓰는 경조사비로 남겨 뒀었다라고 설명했다 진성은 년쯤 지나고 나니까 돈을 쓸 데가 없더라 다시 대 로 나눴다라며 아내가 경제권을 가져가게 되니까 황홀해 했다 이 사람이 이제 날 믿는구나 싶었나 보다라고 알렸다 그러면서 이제 제가 남한테 손 벌릴 정도는 아니지 않냐 집도 있고 밭도 있고 이제 돈이 얼마 있지 이런 건 신경 안 쓴다라고 솔직히 털어놔 눈길을 모았다
14,012450,2023-02-21 17:01:00,부고 한상오 서울경제 보도국장 별세,https://n.news.naver.com/mnews/article/241/0003258770?sid=106, 한상오 서울경제 보도국장보도본부장 직무대행 별세 이희경에세콘씨 남편상 유나연동 어린이집 보육교사유민유영씨 부친상 일 국립중앙의료원 장례식장 호 발인 일 오전 시 
